I_CD_POST_SIEGE;libel_crt;NV_CD_POST;ZE;;;;;;;;CD;;POLE;;;
;;;;;;;;54580;4101;;A50033;50033;;;;A50033
;;;;;;;;54581;4107;;A50034;50034;;;;A50034
;;;;;;;;54582;4101;;A50035;50035;50236;;;A50035
;;;;;;;;54583;4103;;A50036;50036;;;;A50036
;;;;;;;;54584;4103;;A50037;50037;50260;;;A50037
;;;;;;;;54585;4103;;A50038;50038;;;;A50038
;;;;;;;;54586;4103;;A50039;50039;;;;A50039
;;;;;;;;54587;4103;;A50040;50040;;;;A50040
;;;;;;;;54588;4103;;A50041;50041;;;;A50041
;;;;;;;;54589;4107;;A50042;50042;;;;A50042
;;;;;;;;54590;4101;;A50043;50043;50260;;;A50043
;;;;;;;;54591;4103;;A50044;50044;;;;A50044
;;;;;;;;54592;4103;;A50045;50045;;;;A50045
;;;;;;;;54593;4107;;A50046;50046;;;;A50046
;;;;;;;;54594;4107;;A50047;50047;50188;;;A50047
;;;;;;;;54595;4103;;A50048;50048;;;;A50048
;;;;;;;;54596;4103;;A50049;50049;;;;A50049
;;;;;;;;54597;4103;;A50050;50050;;;;A50050
;;;;;;;;54598;4107;;A50051;50051;50523;;;A50051
;;;;;;;;54599;4107;;A50052;50052;;;;A50052
;;;;;;;;54600;4102;;A50053;50053;50256;;;A50053
;;;;;;;;54601;4103;;A50054;50054;;;;A50054
;;;;;;;;54602;4101;;A50055;50055;;;;A50055
;;;;;;;;55001;4105;;A50056;50056;50359;;;A50056
;;;;;;;;55002;4106;;A50057;50057;50041;;;A50057
;;;;;;;;55004;4106;;A50058;50058;;;;A50058
;;;;;;;;55005;4105;;A50059;50059;;;;A50059
;;;;;;;;55007;4106;;A50060;50060;;;;A50060
;;;;;;;;55008;4107;;A50061;50061;50215;;;A50061
;;;;;;;;55009;4106;;A50062;50062;;;;A50062
;;;;;;;;55010;4104;;A50063;50063;50236;;;A50063
;;;;;;;;55011;4104;;A50064;50064;;;;A50064
;;;;;;;;55012;4105;;A50065;50065;50410;;;A50065
;;;;;;;;55013;4101;;A50066;50066;;;;A50066
;;;;;;;;55014;4106;;A50067;50067;50531;;;A50067
;;;;;;;;55015;4104;;A50068;50068;50109;;;A50068
;;;;;;;;55017;4106;;A50069;50069;;;;A50069
;;;;;;;;55018;4106;;A50070;50070;;;;A50070
;;;;;;;;55021;4107;;A50071;50071;50535;;;A50071
;;;;;;;;55022;4101;;A50072;50072;;;;A50072
;;;;;;;;55023;4106;;A50073;50073;50041;;;A50073
;;;;;;;;55024;4106;;A50074;50074;;;;A50074
;;;;;;;;55025;4106;;A50075;50075;50601;;;A50075
;;;;;;;;55026;4105;;A50076;50076;;;;A50076
;;;;;;;;55027;4105;;A50077;50077;;;;A50077
;;;;;;;;55028;4106;;A50078;50078;;;;A50078
;;;;;;;;55029;4104;;A50079;50079;;;;A50079
;;;;;;;;55030;4105;;A50080;50080;50099;;;A50080
;;;;;;;;55031;4104;;A50081;50081;;;;A50081
;;;;;;;;55032;4105;;A50082;50082;;;;A50082
;;;;;;;;55033;4106;;A50083;50083;;;;A50083
;;;;;;;;55034;4101;;A50084;50084;;;;A50084
;;;;;;;;55035;4104;;A50085;50085;;;;A50085
;;;;;;;;55036;4106;;A50086;50086;;;;A50086
;;;;;;;;55037;4106;;A50087;50087;;;;A50087
;;;;;;;;55038;4106;;A50088;50088;;;;A50088
;;;;;;;;55039;4106;;A50089;50089;;;;A50089
;;;;;;;;55040;4104;;A50090;50090;;;;A50090
;;;;;;;;55041;4104;;A50091;50091;50256;;;A50091
;;;;;;;;55042;4106;;A50092;50092;;;;A50092
;;;;;;;;55043;4106;;A50093;50093;;;;A50093
;;;;;;;;55044;4105;;A50094;50094;;;;A50094
;;;;;;;;55045;4106;;A50095;50095;;;;A50095
;;;;;;;;55046;4105;;A50096;50096;;;;A50096
;;;;;;;;55047;4106;;A50097;50097;;;;A50097
;;;;;;;;55048;4106;;A50098;50098;;;;A50098
;;;;;;;;55049;4104;;A50099;50099;;;;A50099
;;;;;;;;55050;4106;;A50100;50100;50487;;;A50100
;;;;;;;;55051;4104;;A50101;50101;;;;A50101
;;;;;;;;55053;4101;;A50102;50102;;;;A50102
;;;;;;;;55054;4105;;A50103;50103;;;;A50103
;;;;;;;;55055;4106;;A50104;50104;50031;;;A50104
;;;;;;;;55057;4107;;A50105;50105;;;;A50105
;;;;;;;;55058;4105;;A50106;50106;;;;A50106
;;;;;;;;55059;4105;;A50107;50107;;;;A50107
;;;;;;;;55060;4106;;A50108;50108;;;;A50108
;;;;;;;;55061;4104;;A50109;50109;;;;A50109
;;;;;;;;55062;4105;;A50110;50110;;;;A50110
;;;;;;;;55063;4107;;A50111;50111;;;;A50111
;;;;;;;;55064;4105;;A50112;50112;;;;A50112
;;;;;;;;55065;4106;;A50113;50113;50256;;;A50113
;;;;;;;;55066;4105;;A50114;50114;50115;;;A50114
;;;;;;;;55067;4105;;A50115;50115;;;;A50115
;;;;;;;;55068;4106;;A50116;50116;50565;;;A50116
;;;;;;;;55069;4104;;A50117;50117;;;;A50117
;;;;;;;;55070;4106;;A50118;50118;;;;A50118
;;;;;;;;55071;4106;;A50119;50119;50431;;;A50119
;;;;;;;;55072;4106;;A50120;50120;;;;A50120
;;;;;;;;55073;4106;;A50121;50121;;;;A50121
;;;;;;;;55075;4104;;A50122;50122;50444;;;A50122
;;;;;;;;55076;4106;;A50123;50123;50239;;;A50123
;;;;;;;;55077;4101;;A50124;50124;;;;A50124
;;;;;;;;55078;4106;;A50125;50125;50260;;;A50125
;;;;;;;;55079;4104;;A50126;50126;;;;A50126
;;;;;;;;55080;4105;;A50127;50127;50523;;;A50127
;;;;;;;;55081;4104;;A50128;50128;50393;;;A50128
;;;;;;;;55082;4106;;A50129;50129;;;;A50129
;;;;;;;;55083;4106;;A50129;50129;;;;A50129
;;;;;;;;55084;4105;;A50129;50129;;;;A50129
;;;;;;;;55085;4105;;A50129;50129;;;;A50129
;;;;;;;;55087;4104;;A50129;50129;;;;A50129
;;;;;;;;55088;4105;;A50129;50129;;;;A50129
;;;;;;;;55089;4105;;A50129;50129;;;;A50129
;;;;;;;;55093;4105;;A50130;50130;;;;A50130
;;;;;;;;55094;4107;;A50131;50131;50260;;;A50131
;;;;;;;;55095;4106;;A50132;50132;50168;;;A50132
;;;;;;;;55096;4105;;A50133;50133;50391;;;A50133
;;;;;;;;55097;4105;;A50134;50134;50363;;;A50134
;;;;;;;;55099;4106;;A50135;50135;;;;A50135
;;;;;;;;55100;4105;;A50136;50136;50273;;;A50136
;;;;;;;;55101;4104;;A50137;50137;;;;A50137
;;;;;;;;55102;4106;;A50138;50138;;;;A50138
;;;;;;;;55103;4106;;A50139;50139;;;;A50139
;;;;;;;;55104;4105;;A50140;50140;;;;A50140
;;;;;;;;55105;4106;;A50141;50141;50410;;;A50141
;;;;;;;;55106;4106;;A50142;50142;;;;A50142
;;;;;;;;55107;4106;;A50143;50143;;;;A50143
;;;;;;;;55108;4104;;A50144;50144;;;;A50144
;;;;;;;;55109;4101;;A50145;50145;;;;A50145
;;;;;;;;55110;4106;;A50146;50146;;;;A50146
;;;;;;;;55111;4105;;A50147;50147;;;;A50147
;;;;;;;;55113;4106;;A50148;50148;;;;A50148
;;;;;;;;55114;4105;;A50149;50149;;;;A50149
;;;;;;;;55115;4106;;A50150;50150;;;;A50150
;;;;;;;;55116;4106;;A50151;50151;;;;A50151
;;;;;;;;55117;4106;;A50152;50152;;;;A50152
;;;;;;;;55118;4106;;A50153;50153;50400;;;A50153
;;;;;;;;55119;4106;;A50154;50154;50487;;;A50154
;;;;;;;;55120;4104;;A50155;50155;;;;A50155
;;;;;;;;55121;4106;;A50156;50156;;;;A50156
;;;;;;;;55122;4105;;A50157;50157;50410;;;A50157
;;;;;;;;55123;4104;;A50158;50158;;;;A50158
;;;;;;;;55124;4106;;A50159;50159;;;;A50159
;;;;;;;;55125;4104;;A50160;50160;;;;A50160
;;;;;;;;55127;4105;;A50161;50161;;;;A50161
;;;;;;;;55128;4104;;A50162;50162;;;;A50162
;;;;;;;;55129;4105;;A50163;50163;50041;;;A50163
;;;;;;;;55132;4104;;A50164;50164;;;;A50164
;;;;;;;;55133;4104;;A50165;50165;;;;A50165
;;;;;;;;55134;4104;;A50166;50166;;;;A50166
;;;;;;;;55137;4106;;A50167;50167;;;;A50167
;;;;;;;;55138;4104;;A50168;50168;;;;A50168
;;;;;;;;55139;4106;;A50169;50169;;;;A50169
;;;;;;;;55140;4106;;A50170;50170;50523;;;A50170
;;;;;;;;55141;4105;;A50171;50171;50041;;;A50171
;;;;;;;;55142;4105;;A50172;50172;;;;A50172
;;;;;;;;55143;4106;;A50173;50173;50129;;;A50173
;;;;;;;;55144;4104;;A50174;50174;;;;A50174
;;;;;;;;55145;4106;;A50175;50175;;;;A50175
;;;;;;;;55146;4106;;A50176;50176;;;;A50176
;;;;;;;;55148;4105;;A50177;50177;;;;A50177
;;;;;;;;55149;4101;;A50178;50178;;;;A50178
;;;;;;;;55150;4105;;A50179;50179;50591;;;A50179
;;;;;;;;55153;4106;;A50180;50180;50592;;;A50180
;;;;;;;;55154;4106;;A50181;50181;;;;A50181
;;;;;;;;55155;4106;;A50182;50182;;;;A50182
;;;;;;;;55156;4101;;A50183;50183;;;;A50183
;;;;;;;;55157;4106;;A50184;50184;;;;A50184
;;;;;;;;55158;4107;;A50185;50185;;;;A50185
;;;;;;;;55159;4105;;A50186;50186;;;;A50186
;;;;;;;;55160;4105;;A50187;50187;50041;;;A50187
;;;;;;;;55162;4107;;A50188;50188;;;;A50188
;;;;;;;;55163;4107;;A50189;50189;50436;;;A50189
;;;;;;;;55164;4106;;A50190;50190;;;;A50190
;;;;;;;;55165;4106;;A50191;50191;50523;;;A50191
;;;;;;;;55166;4106;;A50192;50192;;;;A50192
;;;;;;;;55167;4106;;A50193;50193;;;;A50193
;;;;;;;;55168;4101;;A50194;50194;;;;A50194
;;;;;;;;55169;4101;;A50195;50195;;;;A50195
;;;;;;;;55170;4106;;A50196;50196;;;;A50196
;;;;;;;;55171;4106;;A50197;50197;;;;A50197
;;;;;;;;55172;4106;;A50198;50198;;;;A50198
;;;;;;;;55173;4105;;A50199;50199;;;;A50199
;;;;;;;;55174;4106;;A50200;50200;;;;A50200
;;;;;;;;55175;4104;;A50201;50201;50629;;;A50201
;;;;;;;;55177;4104;;A50202;50202;50601;;;A50202
;;;;;;;;55178;4104;;A50203;50203;50129;;;A50203
;;;;;;;;55179;4105;;A50204;50204;50236;;;A50204
;;;;;;;;55180;4106;;A50205;50205;;;;A50205
;;;;;;;;55181;4107;;A50206;50206;;;;A50206
;;;;;;;;55182;4107;;A50207;50207;;;;A50207
;;;;;;;;55183;4106;;A50208;50208;;;;A50208
;;;;;;;;55184;4105;;A50209;50209;;;;A50209
;;;;;;;;55185;4104;;A50210;50210;;;;A50210
;;;;;;;;55186;4104;;A50211;50211;50142;;;A50211
;;;;;;;;55188;4101;;A50212;50212;50400;;;A50212
;;;;;;;;55189;4106;;A50213;50213;50546;;;A50213
;;;;;;;;55191;4107;;A50214;50214;;;;A50214
;;;;;;;;55192;4106;;A50215;50215;;;;A50215
;;;;;;;;55193;4106;;A50216;50216;;;;A50216
;;;;;;;;55194;4104;;A50217;50217;;;;A50217
;;;;;;;;55195;4104;;A50218;50218;;;;A50218
;;;;;;;;55196;4105;;A50219;50219;;;;A50219
;;;;;;;;55197;4105;;A50220;50220;50041;;;A50220
;;;;;;;;55198;4106;;A50221;50221;;;;A50221
;;;;;;;;55199;4106;;A50222;50222;;;;A50222
;;;;;;;;55200;4106;;A50223;50223;;;;A50223
;;;;;;;;55201;4106;;A50224;50224;50601;;;A50224
;;;;;;;;55202;4106;;A50225;50225;;;;A50225
;;;;;;;;55204;4106;;A50226;50226;50129;;;A50226
;;;;;;;;55206;4106;;A50227;50227;;;;A50227
;;;;;;;;55207;4104;;A50228;50228;;;;A50228
;;;;;;;;55208;4106;;A50229;50229;;;;A50229
;;;;;;;;55210;4105;;A50230;50230;;;;A50230
;;;;;;;;55211;4107;;A50231;50231;;;;A50231
;;;;;;;;55212;4105;;A50232;50232;;;;A50232
;;;;;;;;55214;4104;;A50233;50233;;;;A50233
;;;;;;;;55215;4105;;A50234;50234;;;;A50234
;;;;;;;;55216;4107;;A50235;50235;;;;A50235
;;;;;;;;55217;4105;;A50236;50236;;;;A50236
;;;;;;;;55218;4106;;A50237;50237;;;;A50237
;;;;;;;;55219;4106;;A50238;50238;;;;A50238
;;;;;;;;55220;4105;;A50239;50239;;;;A50239
;;;;;;;;55221;4104;;A50240;50240;;;;A50240
;;;;;;;;55222;4107;;A50241;50241;;;;A50241
;;;;;;;;55224;4104;;A50242;50242;50041;;;A50242
;;;;;;;;55225;4106;;A50243;50243;;;;A50243
;;;;;;;;55226;4106;;A50244;50244;;;;A50244
;;;;;;;;55228;4107;;A50245;50245;50591;;;A50245
;;;;;;;;55229;4105;;A50246;50246;;;;A50246
;;;;;;;;55232;4107;;A50247;50247;;;;A50247
;;;;;;;;55236;4106;;A50248;50248;50409;;;A50248
;;;;;;;;55237;4106;;A50249;50249;50099;;;A50249
;;;;;;;;55239;4106;;A50250;50250;50400;;;A50250
;;;;;;;;55241;4106;;A50251;50251;;;;A50251
;;;;;;;;55242;4107;;A50252;50252;;;;A50252
;;;;;;;;55243;4106;;A50253;50253;;;;A50253
;;;;;;;;55244;4106;;A50254;50254;50591;;;A50254
;;;;;;;;55245;4105;;A50255;50255;50419;;;A50255
;;;;;;;;55246;4104;;A50256;50256;;;;A50256
;;;;;;;;55247;4105;;A50257;50257;50041;;;A50257
;;;;;;;;55248;4105;;A50258;50258;;;;A50258
;;;;;;;;55250;4106;;A50259;50259;;;;A50259
;;;;;;;;55251;4106;;A50260;50260;;;;A50260
;;;;;;;;55252;4101;;A50261;50261;;;;A50261
;;;;;;;;55253;4106;;A50262;50262;;;;A50262
;;;;;;;;55254;4104;;A50263;50263;;;;A50263
;;;;;;;;55255;4101;;A50264;50264;50405;;;A50264
;;;;;;;;55256;4105;;A50265;50265;;;;A50265
;;;;;;;;55257;4106;;A50266;50266;;;;A50266
;;;;;;;;55258;4105;;A50267;50267;;;;A50267
;;;;;;;;55260;4106;;A50268;50268;;;;A50268
;;;;;;;;55261;4104;;A50269;50269;;;;A50269
;;;;;;;;55262;4101;;A50270;50270;;;;A50270
;;;;;;;;55263;4105;;A50271;50271;;;;A50271
;;;;;;;;55264;4105;;A50272;50272;;;;A50272
;;;;;;;;55265;4107;;A50273;50273;;;;A50273
;;;;;;;;55266;4106;;A50274;50274;;;;A50274
;;;;;;;;55267;4105;;A50275;50275;;;;A50275
;;;;;;;;55268;4105;;A50276;50276;;;;A50276
;;;;;;;;55269;4105;;A50277;50277;;;;A50277
;;;;;;;;55270;4105;;A50278;50278;;;;A50278
;;;;;;;;55271;4104;;A50279;50279;;;;A50279
;;;;;;;;55272;4104;;A50280;50280;50292;;;A50280
;;;;;;;;55274;4105;;A50281;50281;;;;A50281
;;;;;;;;55275;4106;;A50282;50282;;;;A50282
;;;;;;;;55276;4106;;A50283;50283;;;;A50283
;;;;;;;;55278;4105;;A50284;50284;50410;;;A50284
;;;;;;;;55279;4106;;A50285;50285;;;;A50285
;;;;;;;;55280;4107;;A50286;50286;50256;;;A50286
;;;;;;;;55281;4107;;A50287;50287;50546;;;A50287
;;;;;;;;55282;4105;;A50288;50288;;;;A50288
;;;;;;;;55284;4104;;A50289;50289;;;;A50289
;;;;;;;;55285;4106;;A50290;50290;;;;A50290
;;;;;;;;55286;4106;;A50291;50291;;;;A50291
;;;;;;;;55288;4105;;A50292;50292;;;;A50292
;;;;;;;;55289;4105;;A50293;50293;50391;;;A50293
;;;;;;;;55290;4105;;A50294;50294;;;;A50294
;;;;;;;;55291;4104;;A50295;50295;;;;A50295
;;;;;;;;55292;4106;;A50296;50296;;;;A50296
;;;;;;;;55293;4106;;A50297;50297;;;;A50297
;;;;;;;;55295;4104;;A50298;50298;;;;A50298
;;;;;;;;55296;4104;;A50299;50299;;;;A50299
;;;;;;;;55297;4106;;A50300;50300;;;;A50300
;;;;;;;;55298;4104;;A50301;50301;;;;A50301
;;;;;;;;55299;4101;;A50302;50302;;;;A50302
;;;;;;;;55300;4104;;A50303;50303;50216;;;A50303
;;;;;;;;55301;4105;;A50304;50304;;;;A50304
;;;;;;;;55302;4104;;A50305;50305;;;;A50305
;;;;;;;;55303;4105;;A50306;50306;50256;;;A50306
;;;;;;;;55304;4104;;A50307;50307;50197;;;A50307
;;;;;;;;55306;4101;;A50308;50308;;;;A50308
;;;;;;;;55307;4106;;A50309;50309;50188;;;A50309
;;;;;;;;55310;4106;;A50310;50310;;;;A50310
;;;;;;;;55311;4107;;A50311;50311;;;;A50311
;;;;;;;;55312;4105;;A50312;50312;;;;A50312
;;;;;;;;55313;4106;;A50313;50313;;;;A50313
;;;;;;;;55315;4104;;A50314;50314;50197;;;A50314
;;;;;;;;55316;4101;;A50315;50315;;;;A50315
;;;;;;;;55317;4106;;A50316;50316;50363;;;A50316
;;;;;;;;55320;4107;;A50317;50317;;;;A50317
;;;;;;;;55321;4106;;A50318;50318;50260;;;A50318
;;;;;;;;55322;4104;;A50319;50319;50139;;;A50319
;;;;;;;;55323;4106;;A50320;50320;;;;A50320
;;;;;;;;55324;4101;;A50321;50321;;;;A50321
;;;;;;;;55325;4106;;A50322;50322;50256;;;A50322
;;;;;;;;55326;4104;;A50323;50323;50260;;;A50323
;;;;;;;;55327;4105;;A50324;50324;;;;A50324
;;;;;;;;55328;4105;;A50325;50325;50431;;;A50325
;;;;;;;;55329;4105;;A50326;50326;;;;A50326
;;;;;;;;55330;4105;;A50327;50327;;;;A50327
;;;;;;;;55331;4105;;A50328;50328;;;;A50328
;;;;;;;;55332;4104;;A50329;50329;50391;;;A50329
;;;;;;;;55333;4105;;A50330;50330;50236;;;A50330
;;;;;;;;55334;4105;;A50331;50331;50410;;;A50331
;;;;;;;;55335;4104;;A50332;50332;;;;A50332
;;;;;;;;55336;4101;;A50333;50333;50400;;;A50333
;;;;;;;;55338;4106;;A50334;50334;;;;A50334
;;;;;;;;55339;4106;;A50335;50335;;;;A50335
;;;;;;;;55340;4104;;A50336;50336;;;;A50336
;;;;;;;;55341;4106;;A50337;50337;50487;;;A50337
;;;;;;;;55343;4106;;A50338;50338;;;;A50338
;;;;;;;;55344;4105;;A50339;50339;50388;;;A50339
;;;;;;;;55345;4106;;A50340;50340;;;;A50340
;;;;;;;;55346;4106;;A50341;50341;;;;A50341
;;;;;;;;55347;4106;;A50342;50342;;;;A50342
;;;;;;;;55348;4104;;A50343;50343;50236;;;A50343
;;;;;;;;55349;4106;;A50344;50344;50256;;;A50344
;;;;;;;;55350;4105;;A50345;50345;;;;A50345
;;;;;;;;55351;4101;;A50346;50346;50256;;;A50346
;;;;;;;;55352;4104;;A50347;50347;;;;A50347
;;;;;;;;55353;4105;;A50348;50348;;;;A50348
;;;;;;;;55355;4106;;A50349;50349;;;;A50349
;;;;;;;;55356;4106;;A50350;50350;;;;A50350
;;;;;;;;55357;4106;;A50351;50351;;;;A50351
;;;;;;;;55358;4104;;A50352;50352;;;;A50352
;;;;;;;;55359;4104;;A50353;50353;;;;A50353
;;;;;;;;55360;4106;;A50354;50354;;;;A50354
;;;;;;;;55361;4106;;A50355;50355;50565;;;A50355
;;;;;;;;55362;4106;;A50356;50356;;;;A50356
;;;;;;;;55363;4107;;A50357;50357;;;;A50357
;;;;;;;;55364;4106;;A50358;50358;;;;A50358
;;;;;;;;55365;4106;;A50359;50359;;;;A50359
;;;;;;;;55366;4104;;A50360;50360;;;;A50360
;;;;;;;;55367;4101;;A50361;50361;;;;A50361
;;;;;;;;55368;4105;;A50362;50362;;;;A50362
;;;;;;;;55369;4104;;A50363;50363;;;;A50363
;;;;;;;;55370;4104;;A50364;50364;;;;A50364
;;;;;;;;55371;4105;;A50365;50365;;;;A50365
;;;;;;;;55372;4104;;A50366;50366;50041;;;A50366
;;;;;;;;55373;4104;;A50367;50367;50256;;;A50367
;;;;;;;;55374;4104;;A50368;50368;;;;A50368
;;;;;;;;55375;4106;;A50369;50369;;;;A50369
;;;;;;;;55376;4104;;A50370;50370;;;;A50370
;;;;;;;;55377;4106;;A50371;50371;;;;A50371
;;;;;;;;55378;4104;;A50372;50372;;;;A50372
;;;;;;;;55379;4106;;A50373;50373;;;;A50373
;;;;;;;;55380;4105;;A50374;50374;;;;A50374
;;;;;;;;55381;4105;;A50375;50375;50142;;;A50375
;;;;;;;;55382;4104;;A50376;50376;;;;A50376
;;;;;;;;55383;4106;;A50377;50377;50590;;;A50377
;;;;;;;;55384;4105;;A50378;50378;;;;A50378
;;;;;;;;55385;4106;;A50379;50379;;;;A50379
;;;;;;;;55386;4105;;A50380;50380;50492;;;A50380
;;;;;;;;55387;4101;;A50381;50381;50359;;;A50381
;;;;;;;;55388;4104;;A50382;50382;;;;A50382
;;;;;;;;55389;4104;;A50383;50383;50129;;;A50383
;;;;;;;;55391;4106;;A50384;50384;;;;A50384
;;;;;;;;55394;4106;;A50385;50385;50041;;;A50385
;;;;;;;;55395;4106;;A50386;50386;50041;;;A50386
;;;;;;;;55396;4105;;A50387;50387;;;;A50387
;;;;;;;;55397;4105;;A50388;50388;;;;A50388
;;;;;;;;55398;4105;;A50389;50389;;;;A50389
;;;;;;;;55399;4107;;A50390;50390;;;;A50390
;;;;;;;;55400;4107;;A50391;50391;;;;A50391
;;;;;;;;55401;4105;;A50392;50392;50410;;;A50392
;;;;;;;;55403;4106;;A50393;50393;;;;A50393
;;;;;;;;55404;4105;;A50394;50394;;;;A50394
;;;;;;;;55405;4101;;A50395;50395;;;;A50395
;;;;;;;;55406;4107;;A50396;50396;50082;;;A50396
;;;;;;;;55407;4105;;A50397;50397;;;;A50397
;;;;;;;;55408;4106;;A50398;50398;;;;A50398
;;;;;;;;55409;4104;;A50399;50399;;;;A50399
;;;;;;;;55410;4106;;A50400;50400;;;;A50400
;;;;;;;;55411;4106;;A50400;50400;;;;A50400
;;;;;;;;55412;4105;;A50400;50400;;;;A50400
;;;;;;;;55414;4104;;A50401;50401;;;;A50401
;;;;;;;;55415;4105;;A50402;50402;;;;A50402
;;;;;;;;55416;4106;;A50403;50403;;;;A50403
;;;;;;;;55419;4106;;A50404;50404;50444;;;A50404
;;;;;;;;55420;4106;;A50405;50405;;;;A50405
;;;;;;;;55421;4105;;A50406;50406;50535;;;A50406
;;;;;;;;55422;4106;;A50407;50407;;;;A50407
;;;;;;;;55423;4104;;A50408;50408;;;;A50408
;;;;;;;;55424;4104;;A50409;50409;;;;A50409
;;;;;;;;55425;4106;;A50410;50410;;;;A50410
;;;;;;;;55426;4104;;A50411;50411;;;;A50411
;;;;;;;;55427;4104;;A50412;50412;;;;A50412
;;;;;;;;55428;4106;;A50413;50413;;;;A50413
;;;;;;;;55429;4107;;A50414;50414;50492;;;A50414
;;;;;;;;55430;4104;;A50415;50415;50273;;;A50415
;;;;;;;;55431;4105;;A50416;50416;50129;;;A50416
;;;;;;;;55433;4105;;A50417;50417;;;;A50417
;;;;;;;;55434;4105;;A50418;50418;50082;;;A50418
;;;;;;;;55435;4104;;A50419;50419;;;;A50419
;;;;;;;;55436;4105;;A50420;50420;;;;A50420
;;;;;;;;55437;4106;;A50421;50421;;;;A50421
;;;;;;;;55438;4106;;A50422;50422;;;;A50422
;;;;;;;;55439;4106;;A50423;50423;;;;A50423
;;;;;;;;55442;4104;;A50424;50424;50456;;;A50424
;;;;;;;;55443;4107;;A50425;50425;;;;A50425
;;;;;;;;55444;4105;;A50426;50426;;;;A50426
;;;;;;;;55445;4101;;A50427;50427;;;;A50427
;;;;;;;;55446;4104;;A50428;50428;;;;A50428
;;;;;;;;55447;4104;;A50429;50429;;;;A50429
;;;;;;;;55448;4105;;A50430;50430;;;;A50430
;;;;;;;;55449;4106;;A50431;50431;;;;A50431
;;;;;;;;55450;4101;;A50431;50431;;;;A50431
;;;;;;;;55452;4104;;A50431;50431;;;;A50431
;;;;;;;;55453;4106;;A50432;50432;50142;;;A50432
;;;;;;;;55454;4105;;A50433;50433;;;;A50433
;;;;;;;;55456;4105;;A50434;50434;50565;;;A50434
;;;;;;;;55457;4107;;A50435;50435;;;;A50435
;;;;;;;;55458;4107;;A50436;50436;;;;A50436
;;;;;;;;55459;4105;;A50437;50437;;;;A50437
;;;;;;;;55460;4105;;A50438;50438;;;;A50438
;;;;;;;;55461;4101;;A50439;50439;50167;;;A50439
;;;;;;;;55462;4105;;A50440;50440;50639;;;A50440
;;;;;;;;55463;4105;;A50441;50441;50492;;;A50441
;;;;;;;;55464;4101;;A50442;50442;;;;A50442
;;;;;;;;55465;4106;;A50443;50443;;;;A50443
;;;;;;;;55466;4104;;A50444;50444;;;;A50444
;;;;;;;;55467;4105;;A50445;50445;;;;A50445
;;;;;;;;55468;4106;;A50446;50446;;;;A50446
;;;;;;;;55469;4106;;A50447;50447;;;;A50447
;;;;;;;;55470;4104;;A50448;50448;;;;A50448
;;;;;;;;55471;4106;;A50449;50449;;;;A50449
;;;;;;;;55472;4105;;A50450;50450;;;;A50450
;;;;;;;;55473;4107;;A50451;50451;;;;A50451
;;;;;;;;55474;4105;;A50452;50452;;;;A50452
;;;;;;;;55475;4105;;A50453;50453;;;;A50453
;;;;;;;;55476;4104;;A50454;50454;;;;A50454
;;;;;;;;55477;4104;;A50455;50455;;;;A50455
;;;;;;;;55479;4104;;A50456;50456;;;;A50456
;;;;;;;;55481;4107;;A50457;50457;;;;A50457
;;;;;;;;55482;4106;;A50458;50458;50099;;;A50458
;;;;;;;;55484;4106;;A50459;50459;50502;;;A50459
;;;;;;;;55485;4105;;A50460;50460;50041;;;A50460
;;;;;;;;55487;4105;;A50461;50461;;;;A50461
;;;;;;;;55488;4104;;A50462;50462;;;;A50462
;;;;;;;;55489;4106;;A50463;50463;;;;A50463
;;;;;;;;55490;4106;;A50464;50464;;;;A50464
;;;;;;;;55492;4106;;A50465;50465;50095;;;A50465
;;;;;;;;55493;4104;;A50466;50466;50597;;;A50466
;;;;;;;;55494;4104;;A50467;50467;;;;A50467
;;;;;;;;55495;4101;;A50468;50468;;;;A50468
;;;;;;;;55496;4105;;A50469;50469;;;;A50469
;;;;;;;;55497;4106;;A50470;50470;50564;;;A50470
;;;;;;;;55498;4106;;A50471;50471;;;;A50471
;;;;;;;;55500;4101;;A50472;50472;;;;A50472
;;;;;;;;55501;4104;;A50473;50473;;;;A50473
;;;;;;;;55502;4106;;A50474;50474;;;;A50474
;;;;;;;;55503;4105;;A50475;50475;;;;A50475
;;;;;;;;55504;4104;;A50476;50476;;;;A50476
;;;;;;;;55505;4106;;A50477;50477;50041;;;A50477
;;;;;;;;55506;4106;;A50478;50478;;;;A50478
;;;;;;;;55507;4107;;A50479;50479;;;;A50479
;;;;;;;;55508;4101;;A50480;50480;;;;A50480
;;;;;;;;55509;4101;;A50481;50481;;;;A50481
;;;;;;;;55510;4101;;A50482;50482;;;;A50482
;;;;;;;;55511;4101;;A50483;50483;;;;A50483
;;;;;;;;55512;4106;;A50484;50484;;;;A50484
;;;;;;;;55514;4104;;A50485;50485;;;;A50485
;;;;;;;;55515;4106;;A50486;50486;;;;A50486
;;;;;;;;55516;4105;;A50487;50487;;;;A50487
;;;;;;;;55517;4104;;A50488;50488;;;;A50488
;;;;;;;;55518;4105;;A50489;50489;;;;A50489
;;;;;;;;55519;4104;;A50490;50490;;;;A50490
;;;;;;;;55520;4105;;A50491;50491;;;;A50491
;;;;;;;;55521;4105;;A50492;50492;;;;A50492
;;;;;;;;55522;4105;;A50492;50492;;;;A50492
;;;;;;;;55523;4106;;A50492;50492;;;;A50492
