INSEE_COM;I_CD_POST_SIEGE;num_TC;CDCOM_TC;num_TCABS;CDCOM_TCABS 
11419;A11419;100245;A11069;100245;A11069
11420;A11420;100245;A11069;100245;A11069
11421;A11421;100248;A11262;100248;A11262
11422;A11422;100245;A11069;100245;A11069
11423;A11423;100245;A11069;100245;A11069
11424;A11424;100245;A11069;100245;A11069
11425;A11425;100245;A11069;100245;A11069
11426;A11426;100245;A11069;100245;A11069
11427;A11427;100245;A11069;100245;A11069
11428;A11428;100245;A11069;100245;A11069
11429;A11429;100245;A11069;100245;A11069
11430;A11430;100245;A11069;100245;A11069
11431;A11431;100248;A11262;100248;A11262
11432;A11432;100245;A11069;100245;A11069
11433;A11433;100245;A11069;100245;A11069
11434;A11434;100245;A11069;100245;A11069
11435;A11435;100245;A11069;100245;A11069
11436;A11436;100248;A11262;100248;A11262
11437;A11437;100245;A11069;100245;A11069
11438;A11438;100245;A11069;100245;A11069
11439;A11439;100245;A11069;100245;A11069
11440;A11440;100245;A11069;100245;A11069
11441;A11441;100248;A11262;100248;A11262
12001;A12001;100251;A12202;100251;A12202
12002;A12002;100250;A12145;100251;A12202
12003;A12003;100251;A12202;100251;A12202
12004;A12004;100251;A12202;100251;A12202
12005;A12005;100251;A12202;100251;A12202
12006;A12006;100250;A12145;100251;A12202
12007;A12007;100251;A12202;100251;A12202
12008;A12008;100251;A12202;100251;A12202
12009;A12009;100250;A12145;100251;A12202
12010;A12010;100251;A12202;100251;A12202
12011;A12011;100251;A12202;100251;A12202
12012;A12012;100251;A12202;100251;A12202
12013;A12013;100251;A12202;100251;A12202
12014;A12014;100251;A12202;100251;A12202
12015;A12015;100251;A12202;100251;A12202
12016;A12016;100251;A12202;100251;A12202
12017;A12017;100250;A12145;100251;A12202
12018;A12018;100251;A12202;100251;A12202
12019;A12019;100250;A12145;100251;A12202
12020;A12020;100251;A12202;100251;A12202
12021;A12021;100251;A12202;100251;A12202
12022;A12022;100250;A12145;100251;A12202
12023;A12023;100250;A12145;100251;A12202
12024;A12024;100251;A12202;100251;A12202
12025;A12025;100250;A12145;100251;A12202
12026;A12026;100251;A12202;100251;A12202
12027;A12027;100251;A12202;100251;A12202
12028;A12028;100251;A12202;100251;A12202
12029;A12029;100251;A12202;100251;A12202
12030;A12030;100251;A12202;100251;A12202
12031;A12031;100251;A12202;100251;A12202
12032;A12032;100251;A12202;100251;A12202
12033;A12033;100251;A12202;100251;A12202
12034;A12034;100251;A12202;100251;A12202
12035;A12035;100250;A12145;100251;A12202
12036;A12036;100251;A12202;100251;A12202
12037;A12037;100250;A12145;100251;A12202
12038;A12038;100250;A12145;100251;A12202
12039;A12039;100250;A12145;100251;A12202
12040;A12040;100250;A12145;100251;A12202
12041;A12041;100251;A12202;100251;A12202
12042;A12042;100250;A12145;100251;A12202
12043;A12043;100251;A12202;100251;A12202
12044;A12044;100250;A12145;100251;A12202
12045;A12045;100251;A12202;100251;A12202
12046;A12046;100251;A12202;100251;A12202
12047;A12047;100250;A12145;100251;A12202
12048;A12048;100251;A12202;100251;A12202
12049;A12049;100251;A12202;100251;A12202
12050;A12050;100251;A12202;100251;A12202
12051;A12051;100251;A12202;100251;A12202
12052;A12052;100251;A12202;100251;A12202
12053;A12053;100251;A12202;100251;A12202
12054;A12054;100251;A12202;100251;A12202
12055;A12055;100250;A12145;100251;A12202
12056;A12056;100251;A12202;100251;A12202
12057;A12057;100251;A12202;100251;A12202
12058;A12058;100251;A12202;100251;A12202
12059;A12059;100251;A12202;100251;A12202
12060;A12060;100251;A12202;100251;A12202
12061;A12061;100251;A12202;100251;A12202
12062;A12062;100250;A12145;100251;A12202
12063;A12063;100250;A12145;100251;A12202
12064;A12064;100251;A12202;100251;A12202
12065;A12065;100251;A12202;100251;A12202
12066;A12066;100251;A12202;100251;A12202
12067;A12067;100250;A12145;100251;A12202
12068;A12068;100251;A12202;100251;A12202
12069;A12069;100250;A12145;100251;A12202
12070;A12070;100250;A12145;100251;A12202
12071;A12071;100251;A12202;100251;A12202
12072;A12072;100250;A12145;100251;A12202
12073;A12073;100251;A12202;100251;A12202
12074;A12074;100251;A12202;100251;A12202
12075;A12075;100251;A12202;100251;A12202
12076;A12076;100251;A12202;100251;A12202
12077;A12077;100250;A12145;100251;A12202
12078;A12078;100250;A12145;100251;A12202
12079;A12079;100251;A12202;100251;A12202
12080;A12080;100250;A12145;100251;A12202
12081;A12081;100251;A12202;100251;A12202
12082;A12082;100250;A12145;100251;A12202
12083;A12083;100251;A12202;100251;A12202
12084;A12084;100250;A12145;100251;A12202
12085;A12085;100251;A12202;100251;A12202
12086;A12086;100250;A12145;100251;A12202
12087;A12087;100251;A12202;100251;A12202
12088;A12088;100251;A12202;100251;A12202
12089;A12089;100251;A12202;100251;A12202
12090;A12090;100251;A12202;100251;A12202
12091;A12091;100251;A12202;100251;A12202
12092;A12092;100251;A12202;100251;A12202
12093;A12093;100251;A12202;100251;A12202
12094;A12094;100251;A12202;100251;A12202
12095;A12095;100251;A12202;100251;A12202
12096;A12096;100251;A12202;100251;A12202
12097;A12097;100251;A12202;100251;A12202
12098;A12098;100251;A12202;100251;A12202
12099;A12099;100250;A12145;100251;A12202
12100;A12100;100251;A12202;100251;A12202
12101;A12101;100251;A12202;100251;A12202
12102;A12102;100251;A12202;100251;A12202
12103;A12103;100251;A12202;100251;A12202
12104;A12104;100251;A12202;100251;A12202
12105;A12105;100251;A12202;100251;A12202
12106;A12106;100251;A12202;100251;A12202
12107;A12107;100251;A12202;100251;A12202
12108;A12108;100251;A12202;100251;A12202
12109;A12109;100250;A12145;100251;A12202
12110;A12110;100251;A12202;100251;A12202
12111;A12111;100251;A12202;100251;A12202
12112;A12112;100251;A12202;100251;A12202
12113;A12113;100251;A12202;100251;A12202
12114;A12114;100251;A12202;100251;A12202
12115;A12115;100250;A12145;100251;A12202
12116;A12116;100251;A12202;100251;A12202
12117;A12117;100251;A12202;100251;A12202
12118;A12118;100251;A12202;100251;A12202
12119;A12119;100251;A12202;100251;A12202
12120;A12120;100251;A12202;100251;A12202
12121;A12121;100251;A12202;100251;A12202
12122;A12122;100250;A12145;100251;A12202
12123;A12123;100250;A12145;100251;A12202
12124;A12124;100251;A12202;100251;A12202
12125;A12125;100250;A12145;100251;A12202
12126;A12126;100250;A12145;100251;A12202
12127;A12127;100251;A12202;100251;A12202
12128;A12128;100251;A12202;100251;A12202
12129;A12129;100250;A12145;100251;A12202
12130;A12130;100251;A12202;100251;A12202
12131;A12131;100251;A12202;100251;A12202
12132;A12132;;;;
12133;A12133;100251;A12202;100251;A12202
12134;A12134;100251;A12202;100251;A12202
12135;A12135;100251;A12202;100251;A12202
12136;A12136;100251;A12202;100251;A12202
12137;A12137;100251;A12202;100251;A12202
12138;A12138;100251;A12202;100251;A12202
12139;A12139;100250;A12145;100251;A12202
12140;A12140;100251;A12202;100251;A12202
12141;A12141;100250;A12145;100251;A12202
12142;A12142;100251;A12202;100251;A12202
12143;A12143;100250;A12145;100251;A12202
12144;A12144;100251;A12202;100251;A12202
12145;A12145;100250;A12145;100251;A12202
12146;A12146;100251;A12202;100251;A12202
12147;A12147;100250;A12145;100251;A12202
12148;A12148;100251;A12202;100251;A12202
12149;A12149;100250;A12145;100251;A12202
12150;A12150;100251;A12202;100251;A12202
12151;A12151;100251;A12202;100251;A12202
12152;A12152;100250;A12145;100251;A12202
12153;A12153;100250;A12145;100251;A12202
12154;A12154;100250;A12145;100251;A12202
12155;A12155;100250;A12145;100251;A12202
12156;A12156;100251;A12202;100251;A12202
12157;A12157;100251;A12202;100251;A12202
12158;A12158;100251;A12202;100251;A12202
12159;A12159;100251;A12202;100251;A12202
12160;A12160;100250;A12145;100251;A12202
12161;A12161;100251;A12202;100251;A12202
12162;A12162;100251;A12202;100251;A12202
12163;A12163;100250;A12145;100251;A12202
12164;A12164;100251;A12202;100251;A12202
12165;A12165;100251;A12202;100251;A12202
12166;A12166;100251;A12202;100251;A12202
12167;A12167;100251;A12202;100251;A12202
12168;A12168;100250;A12145;100251;A12202
12169;A12169;100251;A12202;100251;A12202
12170;A12170;100251;A12202;100251;A12202
12171;A12171;100251;A12202;100251;A12202
12172;A12172;100251;A12202;100251;A12202
12173;A12173;100251;A12202;100251;A12202
12174;A12174;100251;A12202;100251;A12202
12175;A12175;100251;A12202;100251;A12202
12176;A12176;100251;A12202;100251;A12202
12177;A12177;100251;A12202;100251;A12202
12178;A12178;100250;A12145;100251;A12202
12179;A12179;100250;A12145;100251;A12202
12180;A12180;100250;A12145;100251;A12202
12181;A12181;100251;A12202;100251;A12202
12182;A12182;100251;A12202;100251;A12202
12183;A12183;100250;A12145;100251;A12202
12184;A12184;100251;A12202;100251;A12202
12185;A12185;100251;A12202;100251;A12202
12186;A12186;100250;A12145;100251;A12202
12187;A12187;100251;A12202;100251;A12202
12188;A12188;100251;A12202;100251;A12202
12189;A12189;100251;A12202;100251;A12202
12190;A12190;100251;A12202;100251;A12202
12191;A12191;100251;A12202;100251;A12202
12192;A12192;100250;A12145;100251;A12202
12193;A12193;100251;A12202;100251;A12202
12194;A12194;100251;A12202;100251;A12202
12195;A12195;100250;A12145;100251;A12202
12196;A12196;100250;A12145;100251;A12202
12197;A12197;100251;A12202;100251;A12202
12198;A12198;100251;A12202;100251;A12202
12199;A12199;100251;A12202;100251;A12202
12200;A12200;100250;A12145;100251;A12202
12201;A12201;100251;A12202;100251;A12202
12202;A12202;100251;A12202;100251;A12202
12203;A12203;100250;A12145;100251;A12202
12204;A12204;100250;A12145;100251;A12202
12205;A12205;100251;A12202;100251;A12202
12206;A12206;100251;A12202;100251;A12202
12207;A12207;100251;A12202;100251;A12202
12208;A12208;100250;A12145;100251;A12202
12209;A12209;100251;A12202;100251;A12202
12210;A12210;100251;A12202;100251;A12202
12211;A12211;100250;A12145;100251;A12202
12212;A12212;100250;A12145;100251;A12202
12213;A12213;100250;A12145;100251;A12202
12214;A12214;100251;A12202;100251;A12202
12215;A12215;100251;A12202;100251;A12202
12216;A12216;100251;A12202;100251;A12202
12217;A12217;100251;A12202;100251;A12202
12218;A12218;100251;A12202;100251;A12202
12219;A12219;100251;A12202;100251;A12202
12220;A12220;100250;A12145;100251;A12202
12221;A12221;100251;A12202;100251;A12202
12222;A12222;100250;A12145;100251;A12202
12223;A12223;100251;A12202;100251;A12202
12224;A12224;100251;A12202;100251;A12202
12225;A12225;100250;A12145;100251;A12202
12226;A12226;100251;A12202;100251;A12202
12227;A12227;100251;A12202;100251;A12202
12228;A12228;100250;A12145;100251;A12202
12229;A12229;100250;A12145;100251;A12202
12230;A12230;100251;A12202;100251;A12202
12231;A12231;100250;A12145;100251;A12202
12232;A12232;100250;A12145;100251;A12202
12233;A12233;100250;A12145;100251;A12202
12234;A12234;100251;A12202;100251;A12202
12235;A12235;100251;A12202;100251;A12202
12236;A12236;100250;A12145;100251;A12202
12237;A12237;100250;A12145;100251;A12202
12238;A12238;100250;A12145;100251;A12202
12239;A12239;100250;A12145;100251;A12202
12240;A12240;100251;A12202;100251;A12202
12241;A12241;100251;A12202;100251;A12202
12242;A12242;100251;A12202;100251;A12202
12243;A12243;100250;A12145;100251;A12202
12244;A12244;100250;A12145;100251;A12202
12245;A12245;100251;A12202;100251;A12202
12246;A12246;100251;A12202;100251;A12202
12247;A12247;100250;A12145;100251;A12202
12248;A12248;100250;A12145;100251;A12202
12249;A12249;100250;A12145;100251;A12202
12250;A12250;100251;A12202;100251;A12202
12251;A12251;100250;A12145;100251;A12202
12252;A12252;100251;A12202;100251;A12202
12253;A12253;100250;A12145;100251;A12202
12254;A12254;100251;A12202;100251;A12202
12255;A12255;100251;A12202;100251;A12202
12256;A12256;100251;A12202;100251;A12202
12257;A12257;100251;A12202;100251;A12202
12258;A12258;100251;A12202;100251;A12202
12259;A12259;100251;A12202;100251;A12202
12260;A12260;100250;A12145;100251;A12202
12261;A12261;100251;A12202;100251;A12202
12262;A12262;100251;A12202;100251;A12202
12263;A12263;100251;A12202;100251;A12202
12264;A12264;100251;A12202;100251;A12202
12265;A12265;100251;A12202;100251;A12202
12266;A12266;100250;A12145;100251;A12202
12267;A12267;100251;A12202;100251;A12202
12268;A12268;100251;A12202;100251;A12202
12269;A12269;100250;A12145;100251;A12202
12270;A12270;100250;A12145;100251;A12202
12271;A12271;100251;A12202;100251;A12202
12272;A12272;100251;A12202;100251;A12202
12273;A12273;100251;A12202;100251;A12202
12274;A12274;100250;A12145;100251;A12202
12275;A12275;100250;A12145;100251;A12202
12276;A12276;100251;A12202;100251;A12202
12277;A12277;100251;A12202;100251;A12202
12278;A12278;100251;A12202;100251;A12202
12279;A12279;100251;A12202;100251;A12202
12280;A12280;100251;A12202;100251;A12202
12281;A12281;100251;A12202;100251;A12202
12282;A12282;100250;A12145;100251;A12202
12283;A12283;100251;A12202;100251;A12202
12284;A12284;100250;A12145;100251;A12202
12285;A12285;100251;A12202;100251;A12202
12286;A12286;100250;A12145;100251;A12202
12287;A12287;100251;A12202;100251;A12202
12288;A12288;100251;A12202;100251;A12202
12289;A12289;100251;A12202;100251;A12202
12290;A12290;100251;A12202;100251;A12202
12291;A12291;100250;A12145;100251;A12202
12292;A12292;100250;A12145;100251;A12202
12293;A12293;100250;A12145;100251;A12202
12294;A12294;100250;A12145;100251;A12202
12295;A12295;100250;A12145;100251;A12202
12296;A12296;100250;A12145;100251;A12202
12297;A12297;100251;A12202;100251;A12202
12298;A12298;100251;A12202;100251;A12202
12299;A12299;100250;A12145;100251;A12202
12300;A12300;100251;A12202;100251;A12202
12301;A12301;100251;A12202;100251;A12202
12302;A12302;;;;
12303;A12303;100251;A12202;100251;A12202
12304;A12304;100251;A12202;100251;A12202
12305;A12305;100251;A12202;100251;A12202
12306;A12306;;;;
12307;A12307;100250;A12145;100251;A12202
13001;A13001;100253;A13001;100253;A13001
13002;A13002;100255;A13206;100255;A13206
13003;A13003;100257;A13108;100257;A13108
13004;A13004;100254;A13004;100257;A13108
13005;A13005;100255;A13206;100255;A13206
13006;A13006;100257;A13108;100257;A13108
13007;A13007;100255;A13206;100255;A13206
13008;A13008;100256;A13103;100256;A13103
13009;A13009;100256;A13103;100256;A13103
13010;A13010;100257;A13108;100257;A13108
13011;A13011;100257;A13108;100257;A13108
13012;A13012;100253;A13001;100253;A13001
13013;A13013;100255;A13206;100255;A13206
13014;A13014;100256;A13103;100256;A13103
13015;A13015;100253;A13001;100253;A13001
13016;A13016;100255;A13206;100255;A13206
13017;A13017;100257;A13108;100257;A13108
13018;A13018;100257;A13108;100257;A13108
13019;A13019;100253;A13001;100253;A13001
13020;A13020;100255;A13206;100255;A13206
13021;A13021;100253;A13001;100253;A13001
13022;A13022;100255;A13206;100255;A13206
13023;A13023;100255;A13206;100255;A13206
13024;A13024;100256;A13103;100256;A13103
13025;A13025;100253;A13001;100253;A13001
13026;A13026;100253;A13001;100253;A13001
13027;A13027;100257;A13108;100257;A13108
13028;A13028;100255;A13206;100255;A13206
13029;A13029;100256;A13103;100256;A13103
13030;A13030;100255;A13206;100255;A13206
13031;A13031;100255;A13206;100255;A13206
13032;A13032;100253;A13001;100253;A13001
13033;A13033;100253;A13001;100253;A13001
13034;A13034;100257;A13108;100257;A13108
13035;A13035;100257;A13108;100257;A13108
13036;A13036;100257;A13108;100257;A13108
13037;A13037;100256;A13103;100256;A13103
13038;A13038;100254;A13004;100257;A13108
13039;A13039;100256;A13103;100256;A13103
13040;A13040;100253;A13001;100253;A13001
13041;A13041;100253;A13001;100253;A13001
13042;A13042;100255;A13206;100255;A13206
13043;A13043;100253;A13001;100253;A13001
13044;A13044;100256;A13103;100256;A13103
13045;A13045;100257;A13108;100257;A13108
13046;A13046;100255;A13206;100255;A13206
13047;A13047;100256;A13103;100256;A13103
13048;A13048;100253;A13001;100253;A13001
13049;A13049;100257;A13108;100257;A13108
13050;A13050;100256;A13103;100256;A13103
13051;A13051;100256;A13103;100256;A13103
13052;A13052;100257;A13108;100257;A13108
13053;A13053;100257;A13108;100257;A13108
13054;A13054;100253;A13001;100253;A13001
13055;A13055;100255;A13206;100255;A13206
13056;A13056;100253;A13001;100253;A13001
13057;A13057;100257;A13108;100257;A13108
13058;A13058;100257;A13108;100257;A13108
13059;A13059;100253;A13001;100253;A13001
13060;A13060;100253;A13001;100253;A13001
13061;A13061;100257;A13108;100257;A13108
13062;A13062;100253;A13001;100253;A13001
13063;A13063;100256;A13103;100256;A13103
13064;A13064;100257;A13108;100257;A13108
13065;A13065;100257;A13108;100257;A13108
13066;A13066;100257;A13108;100257;A13108
13067;A13067;100257;A13108;100257;A13108
13068;A13068;100257;A13108;100257;A13108
13069;A13069;100256;A13103;100256;A13103
13070;A13070;100255;A13206;100255;A13206
13071;A13071;100253;A13001;100253;A13001
13072;A13072;100253;A13001;100253;A13001
13073;A13073;100255;A13206;100255;A13206
13074;A13074;100253;A13001;100253;A13001
13075;A13075;100255;A13206;100255;A13206
13076;A13076;100257;A13108;100257;A13108
13077;A13077;100253;A13001;100253;A13001
13078;A13078;100254;A13004;100257;A13108
13079;A13079;100253;A13001;100253;A13001
13080;A13080;100253;A13001;100253;A13001
13081;A13081;100256;A13103;100256;A13103
13082;A13082;100256;A13103;100256;A13103
13083;A13083;100257;A13108;100257;A13108
13084;A13084;100256;A13103;100256;A13103
13085;A13085;100255;A13206;100255;A13206
13086;A13086;100255;A13206;100255;A13206
13087;A13087;100253;A13001;100253;A13001
13088;A13088;100253;A13001;100253;A13001
13089;A13089;100257;A13108;100257;A13108
13090;A13090;100253;A13001;100253;A13001
13091;A13091;100256;A13103;100256;A13103
13092;A13092;100256;A13103;100256;A13103
13093;A13093;100256;A13103;100256;A13103
13094;A13094;100257;A13108;100257;A13108
13095;A13095;100253;A13001;100253;A13001
13096;A13096;100254;A13004;100257;A13108
13097;A13097;100254;A13004;100257;A13108
13098;A13098;100256;A13103;100256;A13103
13099;A13099;100253;A13001;100253;A13001
13100;A13100;100257;A13108;100257;A13108
13101;A13101;100255;A13206;100255;A13206
13102;A13102;100253;A13001;100253;A13001
13103;A13103;100256;A13103;100256;A13103
13104;A13104;100253;A13001;100253;A13001
13105;A13105;100257;A13108;100257;A13108
13106;A13106;100253;A13001;100253;A13001
13107;A13107;100253;A13001;100253;A13001
13108;A13108;100257;A13108;100257;A13108
13109;A13109;100253;A13001;100253;A13001
13110;A13110;100253;A13001;100253;A13001
13111;A13111;100253;A13001;100253;A13001
13112;A13112;100256;A13103;100256;A13103
13113;A13113;100253;A13001;100253;A13001
13114;A13114;100256;A13103;100256;A13103
13115;A13115;100257;A13108;100257;A13108
13116;A13116;100257;A13108;100257;A13108
13117;A13117;100256;A13103;100256;A13103
13118;A13118;100256;A13103;100256;A13103
13119;A13119;100255;A13206;100255;A13206
13201;A13201;100255;A13206;100255;A13206
13202;A13202;100255;A13206;100255;A13206
13203;A13203;100255;A13206;100255;A13206
13204;A13204;100255;A13206;100255;A13206
13205;A13205;100255;A13206;100255;A13206
13206;A13206;100255;A13206;100255;A13206
13207;A13207;100255;A13206;100255;A13206
13208;A13208;100255;A13206;100255;A13206
13209;A13209;100255;A13206;100255;A13206
13210;A13210;100255;A13206;100255;A13206
13211;A13211;100255;A13206;100255;A13206
13212;A13212;100255;A13206;100255;A13206
13213;A13213;100255;A13206;100255;A13206
13214;A13214;100255;A13206;100255;A13206
13215;A13215;100255;A13206;100255;A13206
13216;A13216;100255;A13206;100255;A13206
14001;A14001;100262;A14333;100263;A14366
14002;A14002;100260;A14174;100259;A14118
14003;A14003;100258;A14047;100259;A14118
14004;A14004;100258;A14047;100259;A14118
14005;A14005;100259;A14118;100259;A14118
14006;A14006;100259;A14118;100259;A14118
14007;A14007;100259;A14118;100259;A14118
14008;A14008;100259;A14118;100259;A14118
14009;A14009;100259;A14118;100259;A14118
14010;A14010;;;;
14011;A14011;100258;A14047;100259;A14118
14012;A14012;100262;A14333;100263;A14366
14013;A14013;100260;A14174;100259;A14118
14014;A14014;100259;A14118;100259;A14118
14015;A14015;100259;A14118;100259;A14118
14016;A14016;100262;A14333;100263;A14366
14017;A14017;;;;
14018;A14018;;;;
14019;A14019;100258;A14047;100259;A14118
14020;A14020;100259;A14118;100259;A14118
14021;A14021;100258;A14047;100259;A14118
14022;A14022;100258;A14047;100259;A14118
14023;A14023;100258;A14047;100259;A14118
14024;A14024;100262;A14333;100263;A14366
14025;A14025;100260;A14174;100259;A14118
14026;A14026;100259;A14118;100259;A14118
14027;A14027;100260;A14174;100259;A14118
14028;A14028;100263;A14366;100263;A14366
14029;A14029;100263;A14366;100263;A14366
14030;A14030;100259;A14118;100259;A14118
14031;A14031;100263;A14366;100263;A14366
14032;A14032;100262;A14333;100263;A14366
14033;A14033;100262;A14333;100263;A14366
14034;A14034;100259;A14118;100259;A14118
14035;A14035;100258;A14047;100259;A14118
14036;A14036;100259;A14118;100259;A14118
14037;A14037;100259;A14118;100259;A14118
14038;A14038;100258;A14047;100259;A14118
14039;A14039;100260;A14174;100259;A14118
14040;A14040;100258;A14047;100259;A14118
14041;A14041;100262;A14333;100263;A14366
14042;A14042;100259;A14118;100259;A14118
14043;A14043;100260;A14174;100259;A14118
14044;A14044;100274;A17415;100274;A17415
14045;A14045;100262;A14333;100263;A14366
14046;A14046;100259;A14118;100259;A14118
14047;A14047;100258;A14047;100259;A14118
14048;A14048;;;;
14049;A14049;100258;A14047;100259;A14118
14050;A14050;100258;A14047;100259;A14118
14051;A14051;;;;
14052;A14052;100260;A14174;100259;A14118
14053;A14053;100260;A14174;100259;A14118
14054;A14054;100260;A14174;100259;A14118
14055;A14055;100262;A14333;100263;A14366
14056;A14056;100260;A14174;100259;A14118
14057;A14057;100259;A14118;100259;A14118
14058;A14058;100263;A14366;100263;A14366
14059;A14059;100262;A14333;100263;A14366
14060;A14060;100259;A14118;100259;A14118
14061;A14061;100260;A14174;100259;A14118
14062;A14062;100259;A14118;100259;A14118
14063;A14063;100258;A14047;100259;A14118
14064;A14064;100260;A14174;100259;A14118
14065;A14065;100260;A14174;100259;A14118
14066;A14066;100259;A14118;100259;A14118
14067;A14067;;;;
14068;A14068;100259;A14118;100259;A14118
14069;A14069;100263;A14366;100263;A14366
14070;A14070;100262;A14333;100263;A14366
14071;A14071;;;;
14072;A14072;;;;
14073;A14073;100260;A14174;100259;A14118
14074;A14074;100259;A14118;100259;A14118
14075;A14075;100263;A14366;100263;A14366
14076;A14076;100259;A14118;100259;A14118
14077;A14077;100262;A14333;100263;A14366
14078;A14078;100258;A14047;100259;A14118
14079;A14079;100262;A14333;100263;A14366
14080;A14080;100260;A14174;100259;A14118
14081;A14081;100263;A14366;100263;A14366
14082;A14082;100263;A14366;100263;A14366
14083;A14083;100262;A14333;100263;A14366
14084;A14084;100259;A14118;100259;A14118
14085;A14085;100262;A14333;100263;A14366
14086;A14086;100262;A14333;100263;A14366
14087;A14087;100260;A14174;100259;A14118
14088;A14088;100260;A14174;100259;A14118
14089;A14089;100259;A14118;100259;A14118
14090;A14090;100260;A14174;100259;A14118
14091;A14091;100262;A14333;100263;A14366
14092;A14092;100259;A14118;100259;A14118
14093;A14093;100262;A14333;100263;A14366
14094;A14094;;;;
14095;A14095;;;;
14096;A14096;100260;A14174;100259;A14118
14097;A14097;100260;A14174;100259;A14118
14098;A14098;100259;A14118;100259;A14118
14099;A14099;100263;A14366;100263;A14366
14100;A14100;100260;A14174;100259;A14118
14101;A14101;100259;A14118;100259;A14118
14102;A14102;100262;A14333;100263;A14366
14103;A14103;100258;A14047;100259;A14118
14104;A14104;100262;A14333;100263;A14366
14105;A14105;100263;A14366;100263;A14366
14106;A14106;100259;A14118;100259;A14118
14107;A14107;100258;A14047;100259;A14118
14108;A14108;;;;
14109;A14109;100259;A14118;100259;A14118
14110;A14110;100262;A14333;100263;A14366
14111;A14111;100258;A14047;100259;A14118
14112;A14112;;;;
14113;A14113;100260;A14174;100259;A14118
14114;A14114;;;;
14115;A14115;100260;A14174;100259;A14118
14116;A14116;100260;A14174;100259;A14118
14117;A14117;100259;A14118;100259;A14118
14118;A14118;100259;A14118;100259;A14118
14119;A14119;100259;A14118;100259;A14118
14120;A14120;100260;A14174;100259;A14118
14121;A14121;100258;A14047;100259;A14118
14122;A14122;100259;A14118;100259;A14118
14123;A14123;100259;A14118;100259;A14118
14124;A14124;100258;A14047;100259;A14118
14125;A14125;100259;A14118;100259;A14118
14126;A14126;100262;A14333;100263;A14366
14127;A14127;100260;A14174;100259;A14118
14128;A14128;100259;A14118;100259;A14118
14129;A14129;100260;A14174;100259;A14118
14130;A14130;100258;A14047;100259;A14118
14131;A14131;100262;A14333;100263;A14366
14132;A14132;100258;A14047;100259;A14118
14133;A14133;;;;
14134;A14134;100259;A14118;100259;A14118
14135;A14135;100259;A14118;100259;A14118
14136;A14136;100258;A14047;100259;A14118
14137;A14137;100259;A14118;100259;A14118
14138;A14138;100258;A14047;100259;A14118
14139;A14139;100260;A14174;100259;A14118
14140;A14140;100258;A14047;100259;A14118
14141;A14141;100263;A14366;100263;A14366
14142;A14142;100258;A14047;100259;A14118
14143;A14143;100258;A14047;100259;A14118
14144;A14144;100260;A14174;100259;A14118
14145;A14145;100260;A14174;100259;A14118
14146;A14146;100260;A14174;100259;A14118
14147;A14147;100263;A14366;100263;A14366
14148;A14148;100263;A14366;100263;A14366
14149;A14149;100259;A14118;100259;A14118
14150;A14150;100260;A14174;100259;A14118
14151;A14151;100260;A14174;100259;A14118
14152;A14152;100260;A14174;100259;A14118
14153;A14153;100263;A14366;100263;A14366
14154;A14154;100263;A14366;100263;A14366
14155;A14155;100263;A14366;100263;A14366
14156;A14156;100260;A14174;100259;A14118
14157;A14157;100259;A14118;100259;A14118
14158;A14158;100259;A14118;100259;A14118
14159;A14159;100258;A14047;100259;A14118
14160;A14160;100260;A14174;100259;A14118
14161;A14161;100262;A14333;100263;A14366
14162;A14162;100260;A14174;100259;A14118
14163;A14163;100259;A14118;100259;A14118
14164;A14164;100259;A14118;100259;A14118
14165;A14165;100258;A14047;100259;A14118
14166;A14166;100259;A14118;100259;A14118
14167;A14167;100259;A14118;100259;A14118
14168;A14168;100258;A14047;100259;A14118
14169;A14169;100258;A14047;100259;A14118
14170;A14170;100259;A14118;100259;A14118
14171;A14171;100260;A14174;100259;A14118
14172;A14172;100258;A14047;100259;A14118
14173;A14173;100260;A14174;100259;A14118
14174;A14174;100260;A14174;100259;A14118
14175;A14175;100258;A14047;100259;A14118
14176;A14176;100259;A14118;100259;A14118
14177;A14177;100262;A14333;100263;A14366
14178;A14178;100262;A14333;100263;A14366
14179;A14179;100263;A14366;100263;A14366
14180;A14180;100260;A14174;100259;A14118
14181;A14181;100259;A14118;100259;A14118
14182;A14182;100258;A14047;100259;A14118
14183;A14183;100260;A14174;100259;A14118
14184;A14184;100258;A14047;100259;A14118
14185;A14185;100262;A14333;100263;A14366
14186;A14186;100259;A14118;100259;A14118
14187;A14187;100260;A14174;100259;A14118
14188;A14188;100260;A14174;100259;A14118
14189;A14189;100263;A14366;100263;A14366
14190;A14190;100260;A14174;100259;A14118
14191;A14191;100259;A14118;100259;A14118
14192;A14192;100260;A14174;100259;A14118
14193;A14193;100263;A14366;100263;A14366
14194;A14194;100263;A14366;100263;A14366
14195;A14195;100259;A14118;100259;A14118
14196;A14196;100258;A14047;100259;A14118
14197;A14197;100259;A14118;100259;A14118
14198;A14198;100262;A14333;100263;A14366
14199;A14199;;;;
14200;A14200;100259;A14118;100259;A14118
14201;A14201;100263;A14366;100263;A14366
14202;A14202;100262;A14333;100263;A14366
14203;A14203;100262;A14333;100263;A14366
14204;A14204;100258;A14047;100259;A14118
14205;A14205;100259;A14118;100259;A14118
14206;A14206;100260;A14174;100259;A14118
14207;A14207;100260;A14174;100259;A14118
