"ANNEEMOIS";"num_TC";"TC_VOL"
"200411";100368;6
"200411";100369;14
"200411";100370;24
"200411";100371;6
"200411";100372;8
"200411";100373;8
"200411";100380;20
"200411";100381;18
"200411";100386;16
"200411";100390;12
"200411";100392;6
"200411";100394;6
"200411";100395;2
"200411";100396;20
"200411";100398;2
"200411";100401;6
"200411";100405;6
"200411";100408;16
"200411";100409;18
"200411";100416;4
"200411";100418;20
"200411";100420;20
"200411";100421;30
"200411";100424;34
"200411";100425;6
"200411";100427;8
"200411";100429;6
"200411";100430;8
"200411";100431;4
"200411";100433;0
"200411";100434;10
"200411";100436;36
"200411";100437;12
"200411";100438;14
"200411";100440;8
"200411";100441;6
"200411";100442;6
"200411";100447;2
"200411";100448;0
"200411";100449;30
"200411";100450;28
"200411";100451;60
"200411";100452;30
"200411";100453;34
"200411";102791;6
"200411";102799;8
"200411";102807;4
"200411";102982;0
"200411";102990;16
"200411";102998;2
"200411";103006;0
"200411";915274;80
"200411";919321;6
"200411";937484;2
"200411";937485;14
"200411";937486;4
"200411";937487;0
"200411";937488;4
"200412";100224;14
"200412";100226;8
"200412";100227;4
"200412";100229;0
"200412";100230;0
"200412";100232;4
"200412";100233;0
"200412";100234;6
"200412";100235;8
"200412";100236;4
"200412";100238;74
"200412";100240;6
"200412";100242;0
"200412";100243;0
"200412";100244;6
"200412";100245;4
"200412";100248;6
"200412";100251;0
"200412";100253;12
"200412";100255;36
"200412";100256;8
"200412";100257;6
"200412";100259;10
"200412";100263;10
"200412";100265;2
"200412";100267;4
"200412";100272;12
"200412";100274;6
"200412";100275;4
"200412";100276;0
"200412";100278;16
"200412";100279;4
"200412";100284;0
"200412";100287;2
"200412";100288;10
"200412";100289;2
"200412";100291;4
"200412";100293;4
"200412";100295;4
"200412";100298;18
"200412";100300;4
"200412";100302;6
"200412";100304;12
"200412";100306;26
"200412";100307;4
"200412";100309;52
"200412";100310;2
"200412";100311;14
"200412";100314;22
"200412";100317;6
"200412";100318;6
"200412";100319;8
"200412";100321;4
"200412";100322;4
"200412";100323;4
"200412";100325;8
"200412";100327;4
"200412";100328;2
"200412";100329;8
"200412";100331;2
"200412";100332;20
"200412";100334;4
"200412";100335;22
"200412";100336;10
"200412";100338;14
"200412";100339;2
"200412";100340;2
"200412";100344;8
"200412";100346;4
"200412";100347;6
"200412";100350;6
"200412";100352;14
"200412";100353;4
"200412";100356;0
"200412";100358;4
"200412";100359;4
"200412";100360;0
"200412";100362;2
"200412";100363;4
"200412";100365;4
"200412";100367;8
"200412";100368;12
"200412";100369;12
"200412";100370;6
"200412";100371;6
"200412";100372;2
"200412";100373;4
"200412";100375;6
"200412";100380;12
"200412";100381;12
"200412";100386;10
"200412";100390;2
"200412";100392;14
"200412";100394;2
"200412";100395;8
"200412";100396;8
"200412";100398;2
"200412";100401;10
"200412";100408;8
"200412";100409;12
"200412";100411;6
"200412";100416;8
"200412";100418;4
"200412";100420;24
"200412";100421;20
"200412";100424;28
"200412";100425;8
"200412";100427;8
"200412";100429;6
"200412";100430;10
"200412";100431;12
"200412";100433;8
"200412";100434;8
"200412";100436;26
"200412";100437;16
"200412";100438;10
"200412";100440;4
"200412";100441;6
"200412";100442;6
"200412";100445;4
"200412";100447;12
"200412";100448;2
"200412";100449;10
"200412";100450;40
"200412";100451;46
"200412";100452;34
"200412";100453;12
"200412";102791;10
"200412";102799;2
"200412";102807;2
"200412";102982;0
"200412";102990;4
"200412";102998;4
"200412";103006;8
"200412";915274;64
"200412";919321;0
"200412";937484;2
"200412";937485;10
"200412";937486;2
"200412";937488;0
"200501";100224;8
"200501";100226;2
"200501";100227;8
"200501";100229;0
"200501";100230;4
"200501";100232;0
"200501";100233;6
"200501";100234;2
"200501";100235;20
"200501";100236;4
"200501";100238;42
"200501";100240;6
"200501";100242;2
"200501";100243;4
"200501";100244;4
"200501";100245;6
"200501";100248;6
"200501";100251;0
"200501";100253;36
"200501";100255;74
"200501";100256;8
"200501";100257;14
"200501";100259;10
"200501";100263;4
"200501";100267;6
"200501";100272;20
"200501";100274;8
"200501";100275;18
"200501";100276;0
"200501";100278;4
"200501";100284;8
"200501";100287;10
"200501";100288;6
"200501";100289;0
"200501";100291;4
"200501";100293;8
"200501";100295;0
"200501";100298;16
"200501";100300;2
"200501";100302;0
