"ANNEEMOIS";"num_TC";"TC_VOL"
"200610";100272;8
"200610";100274;2
"200610";100275;6
"200610";100276;4
"200610";100278;2
"200610";100279;6
"200610";100284;24
"200610";100287;2
"200610";100288;8
"200610";100289;6
"200610";100291;10
"200610";100293;16
"200610";100295;10
"200610";100298;8
"200610";100300;4
"200610";100302;4
"200610";100304;12
"200610";100306;54
"200610";100307;10
"200610";100309;24
"200610";100310;4
"200610";100311;20
"200610";100314;44
"200610";100317;12
"200610";100318;6
"200610";100319;0
"200610";100321;6
"200610";100322;34
"200610";100323;4
"200610";100325;12
"200610";100327;10
"200610";100328;0
"200610";100329;18
"200610";100331;4
"200610";100332;24
"200610";100334;2
"200610";100335;24
"200610";100336;10
"200610";100338;14
"200610";100339;8
"200610";100340;22
"200610";100344;22
"200610";100346;6
"200610";100347;4
"200610";100350;0
"200610";100352;8
"200610";100356;0
"200610";100358;0
"200610";100359;12
"200610";100360;2
"200610";100362;8
"200610";100363;4
"200610";100365;2
"200610";100367;8
"200610";100368;6
"200610";100369;12
"200610";100370;16
"200610";100371;20
"200610";100372;4
"200610";100373;12
"200610";100375;6
"200610";100380;10
"200610";100381;20
"200610";100386;8
"200610";100390;14
"200610";100392;6
"200610";100394;6
"200610";100395;14
"200610";100396;24
"200610";100398;0
"200610";100401;2
"200610";100405;2
"200610";100408;20
"200610";100409;16
"200610";100411;6
"200610";100416;2
"200610";100418;14
"200610";100420;28
"200610";100421;24
"200610";100424;22
"200610";100425;8
"200610";100427;4
"200610";100429;8
"200610";100430;8
"200610";100431;16
"200610";100433;10
"200610";100434;32
"200610";100436;26
"200610";100437;14
"200610";100438;16
"200610";100440;2
"200610";100441;16
"200610";100442;10
"200610";100445;6
"200610";100447;2
"200610";100448;10
"200610";100449;20
"200610";100450;4
"200610";100451;52
"200610";100452;14
"200610";100453;30
"200610";102791;6
"200610";102799;10
"200610";102807;2
"200610";102982;0
"200610";102990;14
"200610";102998;8
"200610";103006;24
"200610";915274;66
"200610";919321;6
"200610";937484;2
"200610";937485;12
"200610";937486;2
"200610";937487;0
"200610";937488;4
"200611";100224;8
"200611";100226;6
"200611";100227;6
"200611";100229;2
"200611";100230;2
"200611";100232;4
"200611";100233;4
"200611";100234;8
"200611";100235;14
"200611";100236;2
"200611";100238;28
"200611";100240;8
"200611";100242;6
"200611";100243;4
"200611";100244;8
"200611";100245;6
"200611";100248;16
"200611";100251;4
"200611";100253;24
"200611";100255;56
"200611";100256;20
"200611";100257;8
"200611";100259;18
"200611";100263;2
"200611";100265;2
"200611";100267;8
"200611";100272;8
"200611";100274;12
"200611";100275;4
"200611";100276;2
"200611";100278;12
"200611";100279;0
"200611";100284;4
"200611";100287;2
"200611";100288;4
"200611";100289;4
"200611";100291;14
"200611";100293;18
"200611";100295;8
"200611";100298;10
"200611";100300;6
"200611";100302;4
"200611";100304;28
"200611";100306;46
"200611";100307;6
"200611";100309;48
"200611";100310;8
"200611";100311;18
"200611";100314;22
"200611";100317;6
"200611";100318;10
"200611";100319;2
"200611";100321;2
"200611";100322;20
"200611";100323;4
"200611";100325;10
"200611";100327;4
"200611";100328;4
"200611";100329;12
"200611";100331;4
"200611";100332;6
"200611";100334;4
"200611";100335;8
"200611";100336;0
"200611";100338;12
"200611";100339;2
"200611";100340;0
"200611";100344;20
"200611";100346;8
"200611";100347;8
"200611";100350;2
"200611";100352;14
"200611";100353;2
"200611";100356;6
"200611";100358;2
"200611";100359;6
"200611";100360;6
"200611";100362;4
"200611";100363;6
"200611";100365;2
"200611";100367;4
"200611";100368;6
"200611";100369;22
"200611";100370;18
"200611";100371;12
"200611";100372;6
"200611";100373;6
"200611";100375;0
"200611";100380;12
"200611";100381;12
"200611";100386;6
"200611";100390;14
"200611";100392;12
"200611";100394;2
"200611";100395;14
"200611";100396;18
"200611";100398;4
"200611";100401;4
"200611";100408;8
"200611";100409;12
"200611";100411;6
"200611";100416;4
"200611";100418;10
"200611";100420;30
"200611";100421;28
"200611";100424;34
"200611";100425;12
"200611";100427;8
"200611";100429;8
"200611";100430;6
"200611";100431;16
"200611";100433;8
"200611";100434;16
"200611";100436;36
"200611";100437;10
"200611";100438;8
"200611";100440;8
"200611";100441;6
"200611";100442;8
"200611";100445;0
"200611";100447;2
"200611";100448;12
"200611";100449;16
"200611";100450;10
"200611";100451;54
"200611";100452;22
"200611";100453;20
"200611";102791;14
"200611";102799;6
"200611";102807;4
"200611";102982;2
"200611";102990;10
"200611";102998;2
"200611";103006;18
"200611";915274;56
"200611";919321;4
"200611";937484;2
"200611";937485;6
"200611";937486;6
"200611";937487;2
"200611";937488;4
"200612";100224;8
"200612";100226;6
"200612";100227;2
"200612";100229;2
"200612";100230;0
"200612";100232;0
"200612";100233;8
"200612";100234;26
"200612";100235;10
"200612";100236;4
"200612";100238;44
"200612";100240;2
"200612";100242;0
"200612";100243;0
"200612";100244;6
"200612";100245;8
"200612";100248;12
"200612";100251;0
"200612";100253;12
"200612";100255;52
"200612";100256;26
"200612";100257;12
"200612";100259;6
"200612";100263;2
"200612";100265;8
"200612";100267;4
"200612";100272;10
"200612";100274;12
"200612";100275;4
"200612";100276;2
"200612";100278;2
"200612";100279;8
"200612";100284;8
"200612";100287;14
"200612";100288;4
"200612";100289;8
"200612";100291;10
"200612";100293;8
"200612";100295;12
"200612";100298;4
"200612";100300;4
"200612";100302;8
"200612";100304;20
"200612";100306;30
"200612";100307;4
"200612";100309;38
"200612";100310;6
"200612";100311;0
"200612";100314;30
"200612";100317;6
"200612";100318;4
"200612";100319;2
"200612";100321;8
"200612";100322;22
"200612";100323;8
"200612";100325;6
"200612";100327;2
"200612";100328;8
"200612";100329;16
"200612";100331;6
"200612";100332;10
"200612";100334;2
"200612";100335;14
"200612";100336;8
"200612";100338;14
"200612";100339;2
"200612";100340;4
"200612";100344;6
"200612";100346;4
"200612";100347;4
"200612";100350;0
"200612";100352;14
"200612";100353;6
"200612";100356;0
"200612";100358;0
"200612";100359;10
"200612";100360;2
"200612";100362;8
"200612";100363;4
"200612";100365;6
"200612";100367;6
"200612";100368;10
"200612";100369;8
"200612";100370;8
"200612";100371;0
"200612";100372;6
"200612";100373;6
"200612";100375;4
"200612";100380;14
"200612";100381;10
"200612";100386;8
"200612";100390;0
"200612";100392;6
"200612";100394;6
"200612";100395;10
"200612";100396;8
"200612";100398;8
"200612";100401;8
"200612";100405;2
"200612";100408;8
"200612";100409;2
"200612";100411;0
"200612";100416;2
"200612";100418;14
"200612";100420;22
"200612";100421;36
"200612";100424;22
"200612";100425;6
"200612";100427;4
"200612";100429;6
"200612";100430;2
"200612";100431;6
"200612";100433;8
"200612";100434;22
"200612";100436;18
"200612";100437;24
"200612";100438;4
"200612";100440;6
"200612";100441;6
"200612";100442;2
"200612";100445;2
"200612";100447;2
"200612";100448;10
"200612";100449;22
"200612";100450;8
"200612";100451;22
"200612";100452;10
"200612";100453;20
"200612";102791;14
"200612";102799;4
"200612";102807;8
"200612";102982;4
"200612";102990;12
"200612";102998;2
"200612";103006;4
"200612";915274;44
"200612";919321;6
"200612";937484;2
"200612";937485;14
"200612";937486;6
"200612";937487;2
"200701";100224;8
"200701";100226;0
"200701";100227;4
"200701";100229;0
"200701";100230;2
"200701";100232;0
"200701";100233;8
"200701";100234;0
"200701";100235;14
"200701";100236;8
"200701";100238;14
"200701";100240;2
"200701";100242;4
"200701";100243;4
"200701";100244;12
"200701";100245;2
"200701";100248;4
"200701";100251;0
"200701";100253;16
"200701";100255;54
"200701";100256;12
"200701";100257;4
"200701";100259;12
"200701";100263;2
"200701";100265;0
"200701";100267;2
"200701";100272;12
"200701";100274;2
"200701";100275;18
"200701";100276;0
"200701";100278;0
"200701";100279;2
"200701";100284;10
"200701";100287;10
"200701";100288;4
"200701";100289;4
"200701";100291;12
"200701";100293;14
"200701";100295;10
"200701";100298;4
"200701";100300;6
"200701";100302;8
"200701";100304;16
"200701";100306;38
"200701";100307;8
"200701";100309;34
"200701";100310;2
"200701";100311;14
"200701";100314;24
"200701";100317;14
"200701";100318;4
"200701";100319;4
"200701";100321;6
"200701";100322;10
"200701";100323;14
"200701";100325;4
"200701";100327;6
"200701";100328;6
"200701";100329;12
"200701";100331;2
"200701";100332;8
"200701";100334;6
"200701";100335;20
"200701";100336;4
"200701";100338;20
"200701";100339;4
"200701";100340;10
"200701";100344;12
"200701";100346;2
"200701";100347;4
"200701";100350;0
"200701";100352;10
"200701";100353;8
"200701";100356;2
"200701";100358;0
"200701";100359;2
"200701";100360;2
"200701";100362;10
"200701";100363;2
"200701";100365;6
"200701";100367;8
"200701";100368;8
"200701";100369;10
"200701";100370;16
"200701";100371;4
"200701";100372;4
"200701";100373;14
"200701";100375;0
"200701";100380;20
"200701";100381;0
"200701";100386;14
"200701";100390;4
"200701";100392;10
"200701";100394;2
"200701";100395;8
"200701";100396;22
"200701";100398;2
"200701";100401;10
"200701";100405;6
"200701";100408;16
"200701";100409;22
"200701";100411;0
"200701";100416;4
"200701";100418;10
"200701";100420;24
"200701";100421;34
"200701";100424;28
"200701";100425;8
"200701";100427;6
"200701";100429;2
"200701";100430;4
"200701";100431;2
"200701";100433;10
"200701";100434;14
"200701";100436;48
"200701";100437;24
"200701";100438;6
"200701";100440;2
"200701";100441;8
"200701";100442;8
"200701";100445;4
"200701";100447;0
"200701";100448;12
"200701";100449;18
"200701";100450;16
"200701";100451;22
"200701";100452;24
"200701";100453;10
"200701";102791;14
"200701";102799;16
"200701";102807;6
"200701";102982;0
"200701";102990;8
"200701";102998;6
"200701";103006;4
"200701";915274;44
"200701";919321;4
"200701";937484;2
"200701";937485;6
"200701";937486;2
"200701";937488;4
"200702";100224;14
"200702";100226;8
"200702";100227;2
"200702";100229;2
"200702";100230;2
"200702";100232;8
"200702";100233;0
"200702";100234;22
"200702";100235;10
"200702";100236;10
"200702";100238;22
"200702";100240;0
"200702";100242;14
"200702";100243;0
"200702";100244;14
"200702";100245;0
"200702";100248;20
"200702";100251;0
"200702";100253;24
"200702";100255;26
"200702";100256;4
"200702";100257;6
"200702";100259;10
"200702";100263;4
"200702";100265;0
"200702";100267;4
"200702";100272;10
"200702";100274;6
"200702";100275;6
"200702";100276;6
"200702";100278;4
"200702";100279;6
"200702";100284;16
"200702";100287;10
"200702";100288;8
"200702";100289;6
"200702";100291;14
"200702";100293;10
"200702";100295;12
"200702";100298;14
"200702";100300;2
"200702";100302;8
"200702";100304;28
"200702";100306;54
"200702";100307;2
"200702";100309;56
"200702";100310;6
"200702";100311;6
"200702";100314;28
"200702";100317;12
"200702";100318;6
"200702";100319;6
"200702";100321;4
"200702";100322;18
"200702";100323;6
"200702";100325;4
"200702";100327;4
"200702";100328;10
"200702";100329;10
"200702";100331;0
"200702";100332;2
"200702";100334;0
"200702";100335;4
"200702";100336;6
"200702";100338;10
"200702";100339;2
"200702";100340;6
"200702";100344;12
"200702";100346;0
"200702";100347;12
"200702";100350;2
"200702";100352;10
"200702";100353;6
"200702";100356;6
"200702";100358;6
"200702";100359;4
"200702";100360;2
"200702";100362;10
"200702";100363;10
"200702";100365;10
"200702";100367;8
"200702";100368;12
"200702";100369;18
"200702";100370;10
"200702";100371;6
"200702";100372;0
"200702";100373;6
"200702";100375;4
"200702";100380;18
"200702";100381;20
"200702";100386;14
"200702";100390;8
"200702";100392;6
"200702";100394;6
"200702";100395;16
"200702";100396;32
"200702";100398;0
"200702";100401;2
"200702";100405;10
"200702";100408;10
"200702";100409;6
"200702";100411;12
"200702";100416;10
"200702";100418;10
"200702";100420;8
"200702";100421;34
"200702";100424;30
"200702";100425;6
"200702";100427;12
"200702";100429;4
"200702";100430;4
"200702";100431;4
"200702";100433;2
"200702";100434;20
"200702";100436;22
"200702";100437;22
"200702";100438;8
"200702";100440;8
"200702";100441;10
"200702";100442;6
"200702";100445;6
"200702";100447;6
"200702";100448;8
"200702";100449;8
"200702";100450;14
"200702";100451;20
"200702";100452;30
"200702";100453;8
"200702";102791;8
"200702";102799;6
"200702";102807;4
"200702";102982;0
"200702";102990;18
"200702";102998;4
"200702";103006;10
"200702";915274;40
"200702";919321;4
"200702";937484;0
"200702";937485;4
"200702";937486;2
"200702";937487;0
"200703";100224;4
"200703";100226;8
"200703";100227;0
"200703";100229;2
"200703";100230;0
"200703";100232;2
"200703";100233;4
"200703";100234;14
"200703";100235;12
"200703";100236;6
"200703";100238;26
"200703";100240;6
"200703";100242;6
"200703";100244;2
"200703";100245;2
"200703";100248;10
"200703";100251;4
"200703";100253;26
"200703";100255;54
"200703";100256;20
"200703";100257;8
"200703";100259;14
"200703";100263;4
"200703";100265;2
"200703";100267;6
"200703";100272;6
"200703";100274;6
"200703";100275;8
"200703";100276;0
"200703";100278;6
"200703";100279;12
"200703";100284;18
"200703";100287;4
"200703";100288;12
"200703";100289;4
"200703";100291;0
"200703";100293;6
"200703";100295;10
"200703";100298;16
"200703";100300;4
"200703";100302;2
"200703";100304;24
"200703";100306;40
"200703";100307;0
"200703";100309;32
"200703";100310;2
"200703";100311;6
"200703";100314;38
"200703";100317;2
"200703";100318;2
"200703";100319;4
"200703";100321;22
"200703";100322;18
"200703";100323;10
"200703";100325;10
"200703";100327;14
"200703";100328;4
"200703";100329;12
"200703";100331;4
"200703";100332;4
"200703";100334;2
"200703";100335;20
"200703";100336;6
"200703";100338;20
"200703";100339;0
"200703";100340;16
"200703";100344;14
"200703";100346;0
"200703";100347;2
"200703";100350;2
"200703";100352;12
"200703";100353;4
"200703";100356;6
"200703";100358;2
"200703";100359;16
"200703";100360;8
"200703";100362;14
"200703";100363;8
"200703";100365;4
"200703";100367;16
"200703";100368;2
"200703";100369;14
"200703";100370;16
"200703";100371;12
"200703";100372;12
"200703";100373;10
"200703";100375;12
"200703";100380;20
"200703";100381;6
"200703";100386;12
"200703";100390;6
"200703";100392;10
"200703";100394;4
"200703";100395;14
"200703";100396;8
"200703";100398;4
"200703";100401;6
"200703";100405;0
"200703";100408;10
"200703";100409;18
"200703";100411;2
"200703";100416;8
"200703";100418;6
"200703";100420;32
"200703";100421;24
"200703";100424;22
"200703";100425;8
"200703";100427;14
"200703";100429;4
"200703";100430;28
"200703";100431;6
"200703";100433;6
"200703";100434;12
"200703";100436;20
"200703";100437;16
"200703";100438;8
"200703";100440;10
"200703";100441;12
"200703";100442;4
"200703";100445;6
"200703";100447;0
"200703";100448;18
"200703";100449;24
"200703";100450;18
"200703";100451;34
"200703";100452;12
"200703";100453;18
"200703";102791;6
"200703";102799;2
"200703";102807;10
"200703";102982;2
"200703";102990;12
"200703";102998;4
"200703";103006;6
"200703";915274;40
"200703";919321;8
"200703";937485;20
"200703";937486;18
"200703";937487;0
"200703";937488;6
"200704";100224;8
"200704";100226;12
"200704";100227;2
"200704";100229;6
"200704";100230;2
"200704";100232;2
"200704";100233;0
"200704";100234;12
"200704";100235;12
"200704";100236;6
"200704";100238;42
"200704";100240;8
"200704";100242;4
"200704";100243;2
"200704";100244;4
"200704";100245;4
"200704";100248;6
"200704";100251;0
"200704";100253;28
"200704";100255;24
"200704";100256;14
"200704";100257;8
"200704";100259;2
"200704";100265;2
"200704";100267;4
"200704";100272;16
"200704";100274;6
"200704";100275;0
"200704";100276;2
"200704";100278;2
"200704";100279;0
"200704";100284;2
"200704";100287;10
"200704";100288;6
"200704";100289;8
"200704";100291;16
"200704";100293;12
"200704";100295;8
"200704";100298;10
"200704";100300;4
"200704";100302;4
"200704";100304;10
"200704";100306;32
"200704";100307;2
"200704";100309;30
"200704";100310;2
"200704";100311;2
"200704";100314;18
"200704";100317;8
"200704";100318;6
"200704";100319;4
"200704";100321;6
"200704";100322;16
"200704";100323;4
"200704";100325;10
"200704";100327;0
"200704";100328;4
"200704";100329;10
"200704";100331;6
"200704";100332;22
"200704";100334;4
"200704";100335;14
"200704";100336;16
"200704";100338;18
"200704";100339;2
"200704";100340;8
"200704";100344;12
"200704";100346;0
"200704";100347;6
"200704";100350;4
"200704";100352;12
"200704";100353;6
"200704";100356;2
"200704";100358;2
"200704";100359;14
"200704";100360;0
"200704";100362;8
"200704";100363;2
"200704";100365;6
"200704";100367;4
"200704";100368;2
"200704";100369;14
"200704";100370;18
"200704";100371;2
"200704";100372;2
"200704";100373;12
"200704";100375;2
"200704";100380;10
"200704";100381;14
"200704";100386;28
"200704";100390;8
"200704";100392;14
"200704";100394;18
"200704";100395;24
"200704";100396;22
"200704";100398;2
"200704";100401;2
"200704";100405;8
"200704";100408;0
"200704";100409;12
"200704";100411;2
"200704";100416;2
"200704";100418;10
"200704";100420;20
"200704";100421;14
"200704";100424;10
"200704";100425;4
"200704";100427;8
"200704";100429;6
"200704";100430;6
"200704";100431;6
"200704";100433;6
"200704";100434;14
"200704";100436;8
"200704";100437;36
"200704";100438;12
"200704";100440;2
"200704";100441;6
"200704";100442;4
"200704";100445;4
"200704";100447;2
"200704";100448;8
"200704";100449;10
"200704";100450;6
"200704";100451;14
"200704";100452;20
"200704";100453;18
"200704";102791;8
"200704";102799;8
"200704";102807;6
"200704";102982;0
"200704";102990;10
"200704";102998;0
"200704";103006;4
"200704";915274;46
"200704";919321;6
"200704";937484;2
"200704";937485;6
"200704";937486;0
"200704";937488;4
"200705";100224;10
"200705";100227;12
"200705";100229;2
"200705";100232;0
"200705";100234;6
"200705";100235;18
"200705";100236;4
"200705";100238;20
"200705";100240;6
"200705";100242;10
"200705";100243;0
"200705";100244;6
"200705";100245;2
"200705";100248;8
"200705";100251;0
"200705";100253;18
"200705";100255;88
"200705";100256;10
"200705";100257;18
"200705";100259;16
"200705";100263;6
"200705";100267;6
"200705";100272;14
"200705";100274;4
"200705";100275;2
"200705";100276;6
"200705";100278;0
"200705";100279;2
"200705";100284;6
"200705";100287;12
"200705";100288;6
"200705";100289;8
"200705";100291;6
"200705";100293;10
"200705";100295;10
"200705";100298;8
"200705";100300;8
"200705";100302;2
"200705";100304;24
"200705";100306;16
"200705";100309;62
"200705";100310;4
"200705";100311;6
"200705";100314;22
"200705";100317;16
"200705";100318;0
"200705";100319;8
"200705";100321;8
"200705";100322;22
"200705";100323;0
"200705";100325;6
"200705";100327;4
"200705";100328;4
"200705";100329;6
"200705";100331;0
"200705";100332;10
"200705";100334;0
"200705";100335;10
"200705";100336;8
"200705";100338;12
"200705";100339;4
"200705";100340;4
"200705";100344;6
"200705";100346;0
"200705";100347;4
"200705";100350;0
"200705";100352;6
"200705";100353;8
"200705";100356;8
"200705";100358;4
"200705";100359;4
"200705";100360;2
"200705";100362;4
"200705";100363;4
"200705";100365;0
"200705";100367;6
"200705";100368;6
"200705";100369;10
"200705";100370;24
"200705";100371;16
"200705";100372;2
"200705";100373;6
"200705";100375;2
"200705";100380;20
"200705";100381;14
"200705";100386;12
"200705";100390;4
"200705";100392;12
"200705";100394;6
"200705";100395;14
"200705";100396;24
"200705";100398;4
"200705";100401;6
"200705";100405;0
"200705";100408;8
"200705";100409;4
"200705";100411;2
"200705";100416;6
"200705";100418;10
"200705";100420;26
"200705";100421;24
"200705";100424;32
"200705";100425;8
"200705";100427;4
"200705";100429;4
"200705";100430;4
"200705";100431;2
"200705";100433;4
"200705";100434;10
"200705";100436;14
"200705";100437;40
"200705";100438;8
"200705";100440;8
"200705";100441;6
"200705";100442;6
"200705";100445;12
"200705";100447;4
"200705";100448;10
"200705";100449;18
"200705";100450;12
"200705";100451;16
"200705";100452;32
"200705";100453;16
"200705";102791;14
"200705";102799;12
"200705";102807;6
"200705";102982;2
"200705";102990;6
"200705";102998;2
"200705";103006;12
"200705";915274;36
"200705";919321;0
"200705";937484;2
"200705";937485;2
"200705";937486;6
"200705";937488;0
"200706";100224;18
"200706";100226;4
"200706";100227;2
"200706";100229;4
"200706";100230;4
"200706";100232;2
"200706";100233;8
"200706";100234;10
"200706";100235;16
"200706";100236;4
"200706";100238;32
"200706";100240;20
"200706";100242;2
"200706";100243;0
"200706";100244;4
"200706";100245;8
"200706";100248;16
"200706";100251;0
"200706";100253;30
"200706";100255;46
"200706";100256;18
"200706";100257;2
"200706";100259;4
"200706";100263;2
"200706";100265;0
"200706";100267;2
"200706";100272;12
"200706";100274;4
"200706";100275;6
"200706";100276;2
"200706";100278;8
"200706";100279;4
"200706";100284;4
"200706";100287;4
"200706";100288;8
"200706";100289;8
"200706";100291;6
"200706";100293;8
"200706";100295;10
"200706";100298;2
"200706";100300;0
"200706";100302;2
"200706";100304;12
"200706";100306;32
"200706";100307;6
"200706";100309;36
"200706";100310;2
"200706";100311;2
"200706";100314;44
"200706";100317;12
"200706";100318;10
"200706";100319;6
"200706";100321;10
"200706";100322;32
"200706";100323;0
"200706";100325;8
"200706";100327;2
"200706";100328;6
"200706";100329;28
"200706";100331;2
"200706";100332;4
"200706";100334;4
"200706";100335;16
"200706";100336;6
"200706";100338;4
"200706";100339;4
"200706";100340;14
"200706";100344;10
"200706";100346;0
"200706";100347;2
"200706";100350;2
"200706";100352;8
"200706";100356;6
"200706";100358;2
"200706";100359;14
"200706";100360;2
"200706";100362;10
"200706";100363;4
"200706";100365;6
"200706";100367;0
"200706";100368;6
"200706";100369;6
"200706";100370;10
"200706";100371;8
"200706";100372;4
"200706";100373;12
"200706";100375;0
"200706";100380;18
"200706";100381;14
"200706";100386;18
"200706";100390;2
"200706";100392;10
"200706";100394;6
"200706";100395;10
"200706";100396;22
"200706";100398;12
"200706";100401;4
"200706";100405;2
"200706";100408;6
"200706";100409;4
"200706";100411;0
"200706";100416;8
"200706";100418;2
"200706";100420;18
"200706";100421;18
"200706";100424;30
"200706";100425;0
"200706";100427;8
"200706";100429;4
"200706";100430;6
"200706";100431;6
"200706";100433;4
"200706";100434;30
"200706";100436;22
"200706";100437;14
"200706";100438;20
"200706";100440;4
"200706";100441;4
"200706";100442;16
"200706";100445;6
"200706";100447;0
"200706";100448;4
"200706";100449;14
"200706";100450;10
"200706";100451;32
"200706";100452;20
"200706";100453;32
"200706";102791;8
"200706";102799;4
"200706";102807;16
"200706";102982;2
"200706";102990;4
"200706";102998;0
"200706";103006;14
"200706";915274;44
"200706";919321;4
"200706";937485;8
"200706";937486;0
"200706";937487;2
"200707";100224;18
"200707";100226;8
"200707";100227;6
"200707";100229;4
"200707";100230;2
"200707";100232;2
"200707";100233;8
"200707";100234;18
"200707";100235;8
"200707";100236;12
"200707";100238;38
"200707";100240;0
"200707";100242;4
"200707";100243;6
"200707";100244;10
"200707";100245;8
"200707";100248;10
"200707";100251;6
"200707";100253;20
"200707";100255;44
"200707";100256;8
"200707";100257;4
"200707";100259;6
"200707";100263;10
"200707";100265;2
"200707";100267;10
"200707";100272;8
"200707";100274;20
"200707";100275;6
"200707";100276;0
"200707";100278;6
"200707";100279;2
"200707";100284;6
"200707";100287;4
"200707";100288;4
"200707";100289;6
"200707";100291;12
"200707";100293;6
"200707";100295;4
"200707";100298;6
"200707";100300;2
"200707";100302;2
"200707";100304;16
"200707";100306;54
"200707";100307;8
"200707";100309;32
"200707";100310;8
"200707";100311;6
"200707";100314;34
"200707";100317;12
"200707";100318;4
"200707";100319;2
"200707";100321;6
"200707";100322;28
"200707";100323;2
"200707";100325;14
"200707";100327;12
"200707";100328;4
"200707";100329;6
"200707";100331;4
"200707";100332;12
"200707";100334;2
"200707";100335;14
"200707";100336;2
"200707";100338;12
"200707";100339;4
"200707";100340;14
"200707";100344;16
"200707";100346;10
"200707";100347;0
"200707";100350;4
"200707";100352;6
"200707";100353;2
"200707";100356;2
"200707";100358;8
"200707";100359;4
"200707";100360;2
"200707";100362;12
"200707";100363;10
"200707";100365;2
"200707";100367;6
"200707";100368;10
"200707";100369;14
"200707";100370;16
"200707";100371;14
"200707";100372;8
"200707";100373;6
"200707";100375;2
"200707";100380;14
"200707";100381;12
"200707";100386;10
"200707";100390;4
"200707";100392;16
"200707";100394;6
"200707";100395;36
"200707";100396;50
"200707";100398;2
"200707";100401;10
"200707";100405;8
"200707";100408;4
"200707";100409;14
"200707";100411;8
"200707";100416;4
"200707";100418;4
"200707";100420;30
"200707";100421;38
"200707";100424;32
"200707";100425;6
"200707";100427;4
"200707";100429;8
"200707";100430;2
"200707";100431;6
"200707";100433;6
"200707";100434;20
"200707";100436;24
"200707";100437;4
"200707";100438;2
"200707";100440;4
"200707";100441;10
"200707";100442;10
"200707";100445;2
"200707";100447;4
"200707";100448;8
"200707";100449;8
"200707";100450;10
"200707";100451;18
"200707";100452;16
"200707";100453;14
"200707";102791;16
"200707";102799;0
"200707";102807;2
"200707";102982;0
"200707";102990;0
"200707";102998;8
"200707";103006;6
"200707";915274;60
"200707";919321;4
"200707";937485;18
"200707";937486;6
"200707";937488;2
"200708";100224;0
"200708";100226;0
"200708";100229;2
"200708";100232;0
"200708";100234;2
"200708";100238;28
"200708";100242;0
"200708";100243;2
"200708";100245;0
"200708";100248;2
"200708";100251;2
"200708";100253;4
"200708";100255;6
"200708";100256;2
"200708";100257;4
"200708";100259;6
"200708";100267;4
"200708";100272;4
"200708";100275;4
"200708";100276;2
"200708";100278;4
"200708";100284;8
"200708";100287;8
"200708";100288;6
"200708";100289;0
"200708";100291;2
"200708";100293;8
"200708";100295;0
"200708";100298;6
"200708";100300;4
"200708";100304;6
"200708";100306;32
"200708";100309;40
"200708";100310;0
"200708";100314;20
"200708";100317;0
"200708";100319;0
"200708";100321;2
"200708";100322;12
"200708";100325;6
"200708";100327;0
"200708";100328;4
"200708";100329;2
"200708";100331;4
"200708";100332;2
"200708";100335;2
"200708";100336;4
"200708";100338;4
"200708";100340;2
"200708";100350;0
"200708";100352;2
"200708";100353;2
"200708";100356;0
"200708";100359;2
"200708";100362;8
"200708";100363;2
"200708";100368;2
"200708";100369;0
"200708";100370;8
"200708";100371;0
"200708";100372;6
"200708";100373;0
"200708";100380;2
"200708";100381;2
"200708";100386;0
"200708";100392;0
"200708";100396;12
"200708";100405;2
"200708";100409;6
"200708";100416;8
"200708";100418;4
"200708";100420;0
"200708";100421;0
"200708";100424;12
"200708";100427;2
"200708";100429;0
"200708";100430;4
"200708";100431;2
"200708";100433;0
"200708";100437;2
"200708";100438;8
"200708";100441;2
"200708";100442;4
"200708";100447;2
"200708";100448;4
"200708";100449;0
"200708";100450;6
"200708";100451;8
"200708";100452;4
"200708";100453;2
"200708";102791;2
"200708";102799;0
"200708";102807;0
"200708";102982;2
"200708";102990;4
"200708";102998;0
"200708";103006;2
"200708";915274;20
"200708";937485;2
"200708";937486;0
"200709";100224;6
"200709";100226;8
"200709";100227;6
"200709";100229;8
"200709";100230;0
"200709";100232;4
"200709";100233;2
"200709";100234;20
"200709";100235;10
"200709";100236;2
"200709";100238;26
"200709";100240;10
"200709";100242;6
"200709";100243;0
"200709";100244;12
"200709";100245;2
"200709";100248;10
"200709";100251;2
"200709";100253;12
"200709";100255;60
"200709";100256;6
"200709";100257;4
"200709";100259;2
"200709";100263;2
"200709";100265;2
"200709";100267;4
"200709";100272;18
"200709";100274;2
"200709";100275;2
"200709";100276;4
"200709";100278;10
"200709";100279;2
"200709";100284;6
"200709";100287;6
"200709";100288;4
"200709";100289;2
"200709";100291;12
"200709";100293;12
"200709";100295;14
"200709";100298;12
"200709";100300;4
"200709";100302;0
"200709";100304;16
"200709";100306;54
"200709";100307;4
"200709";100309;32
"200709";100310;0
"200709";100311;14
"200709";100314;16
"200709";100317;16
"200709";100319;4
"200709";100321;16
"200709";100322;26
"200709";100323;10
"200709";100325;8
"200709";100327;2
"200709";100328;4
"200709";100329;14
"200709";100331;10
"200709";100332;12
"200709";100334;4
"200709";100335;22
"200709";100336;6
"200709";100338;20
"200709";100339;10
"200709";100340;6
"200709";100344;10
"200709";100346;2
"200709";100347;2
"200709";100350;4
"200709";100352;4
"200709";100353;4
"200709";100356;2
"200709";100358;2
"200709";100359;4
"200709";100360;4
"200709";100362;14
"200709";100363;6
