"I_CD_POST_SIEGE";"distance_TC";"distance_TCABS"
"14305";24.1735365962966;25.5476967369734
"14070";31.5736058953859;21.1936078349783
"14578";7.82562306971312;23.0168669017699
"14474";35.4262630919512;17.5384149534955
"14001";4.13133151316005;27.7606927497687
"14731";17.4015365732651;22.3013415072739
"14193";7.24729304979896;7.24729304979896
"14069";2.41550989986527;2.41550989986527
"14202";7.37707634401084;28.7114289306717
"15207";64.8185932317995;64.8185932317995
"15251";67.0361935017061;67.0361935017061
"15081";17.5242103107706;17.5242103107706
"15158";68.5083549962574;68.5083549962574
"15113";24.452922427252;24.452922427252
"15185";48.7070775549048;48.7070775549048
"15252";11.9701214377854;11.9701214377854
"15015";39.104192430964;39.104192430964
"15011";22.942193810167;22.942193810167
"15176";18.6552669865709;18.6552669865709
"15260";30.2922799134552;30.2922799134552
"15103";17.3550525495817;17.3550525495817
"15165";26.1885020022041;26.1885020022041
"15190";38.6875510690015;38.6875510690015
"15155";54.9694351313668;54.9694351313668
"15030";20.0438689507756;20.0438689507756
"15028";11.2530151712309;11.2530151712309
"15129";54.5721049241423;54.5721049241423
"15264";16.2308192819255;16.2308192819255
"15229";67.2047263396523;67.2047263396523
"15022";63.9421556025819;63.9421556025819
"15230";39.8777221871366;39.8777221871366
"15269";20.7957010009306;20.7957010009306
"15106";37.5571126317143;37.5571126317143
"15034";63.0456513037048;63.0456513037048
"15134";25.7713142628426;25.7713142628426
"15037";48.85833106002;48.85833106002
"15205";25.3513807876102;25.3513807876102
"15248";39.3974300972779;39.3974300972779
"15209";49.440201668255;49.440201668255
"15268";18.0004531184966;18.0004531184966
"15262";49.029822457303;49.029822457303
"15063";26.7753501763083;26.7753501763083
"15147";23.7929240175767;23.7929240175767
"15014";0;0
"15175";14.3484663608049;14.3484663608049
"15211";19.5103758768696;19.5103758768696
"15012";5.649172391895;5.649172391895
"15226";22.9957836714077;22.9957836714077
"15107";67.0990901681224;67.0990901681224
"15102";32.017140544943;32.017140544943
"15233";8.47314672782476;8.47314672782476
"15192";26.406283517502;26.406283517502
"15068";55.4192074685259;55.4192074685259
"15031";45.1257418907703;45.1257418907703
"15265";46.5480553569124;46.5480553569124
"15184";28.1058425605487;28.1058425605487
"15021";21.3355472162563;21.3355472162563
"15055";55.5853030254658;55.5853030254658
"15145";37.6020285748043;37.6020285748043
"15186";22.7670818112514;22.7670818112514
"15078";43.7017652862413;43.7017652862413
"15073";51.6440917510945;51.6440917510945
"15243";36.4405588078443;36.4405588078443
"15080";52.3939351321427;52.3939351321427
"15083";8.07675942411589;8.07675942411589
"15206";52.5334045205775;52.5334045205775
"15086";22.4327539503411;22.4327539503411
"15130";63.0656624063858;63.0656624063858
"15189";18.8024386807014;18.8024386807014
"15060";47.6319012283699;47.6319012283699
"15203";61.985635617229;61.985635617229
"15204";11.5219157815288;11.5219157815288
"15256";57.7066661643975;57.7066661643975
"15008";48.3589745432536;48.3589745432536
"15135";23.3522854229825;23.3522854229825
"15136";27.106928923024;27.106928923024
"15259";60.435554351913;60.435554351913
"15141";48.6749367264402;48.6749367264402
"15261";33.7386747516518;33.7386747516518
"15263";42.5917168347082;42.5917168347082
"15183";11.3652989265209;11.3652989265209
"15054";54.6107877620916;54.6107877620916
"15143";16.7409041075637;16.7409041075637
"15138";38.9927202925364;38.9927202925364
"15212";35.0418149103936;35.0418149103936
"15100";38.3711325808169;38.3711325808169
"15227";46.9263397323702;46.9263397323702
"15231";53.0469453685948;53.0469453685948
"15151";56.2213991033866;56.2213991033866
"15150";16.9865658922525;16.9865658922525
"15064";28.5112900903725;28.5112900903725
"15234";13.8119341615159;13.8119341615159
"15024";33.9986066715781;33.9986066715781
"15067";24.0053917589989;24.0053917589989
"15157";27.5165699493996;27.5165699493996
"15033";33.5805743144732;33.5805743144732
"15061";39.3193032491944;39.3193032491944
"15225";43.5305677809243;43.5305677809243
"15242";34.4180326148913;34.4180326148913
"15202";21.7385607941467;21.7385607941467
"15240";54.2642046471749;54.2642046471749
"15244";43.5639400292973;43.5639400292973
"15074";5.33864890752138;5.33864890752138
"15123";37.6495906181951;37.6495906181951
"15077";34.8489709820758;34.8489709820758
"15247";55.5779276198603;55.5779276198603
"15250";48.2665460967874;48.2665460967874
"15005";57.0153056582828;57.0153056582828
"15085";11.7128865752794;11.7128865752794
"15208";19.8126831006924;19.8126831006924
"15075";15.2448867724148;15.2448867724148
"15187";51.8948207711646;51.8948207711646
"15188";55.9727608699514;55.9727608699514
"15237";60.2305111652031;60.2305111652031
"15266";7.64350887165935;7.64350887165935
"15258";15.0377639938898;15.0377639938898
"15112";25.3434045711691;25.3434045711691
"15140";3.50162710378561;3.50162710378561
"15164";47.3635697993759;47.3635697993759
"15154";11.034660797521;11.034660797521
"15267";6.04487021864924;6.04487021864924
"15053";47.6053880595373;47.6053880595373
"15111";49.7547268752066;49.7547268752066
"15137";34.4397645661451;34.4397645661451
"15108";60.3257040820458;60.3257040820458
"15163";9.46832718340312;9.46832718340312
"15228";25.5154846100346;25.5154846100346
"15122";31.7682632102098;31.7682632102098
"15245";60.7742342185738;60.7742342185738
"15105";67.6302596493794;67.6302596493794
"15099";47.4243008436811;47.4243008436811
"15104";24.056615850633;24.056615850633
"15153";27.445544141303;27.445544141303
"15194";25.2528604109297;25.2528604109297
"15148";36.7362671299416;36.7362671299416
"15026";29.2286104762934;29.2286104762934
"15029";28.2620062895757;28.2620062895757
"15020";60.4051164842928;60.4051164842928
"15118";9.66636951015875;9.66636951015875
"15160";5.27429604210588;5.27429604210588
"15162";43.9767606385114;43.9767606385114
"15159";17.2065872784691;17.2065872784691
"15076";21.4110975669353;21.4110975669353
"15070";21.3593703296953;21.3593703296953
"15213";44.1521778853786;44.1521778853786
"15246";39.7460913179815;39.7460913179815
"15166";21.2598532428745;21.2598532428745
"15082";25.4498579580115;25.4498579580115
"15079";38.8010726073961;38.8010726073961
"15171";50.7567109307194;50.7567109307194
"15156";11.6157713123543;11.6157713123543
"15048";72.6226128536995;72.6226128536995
"15131";41.9596334641146;41.9596334641146
"15088";13.202881169702;13.202881169702
"15214";25.5761338278996;25.5761338278996
"15043";60.1096841525531;60.1096841525531
"15044";39.5096485543386;39.5096485543386
"15032";68.7763309423469;68.7763309423469
"15180";19.3414387888946;19.3414387888946
"15094";20.366987378812;20.366987378812
"15016";11.8760283996728;11.8760283996728
"15139";25.654915799554;25.654915799554
"15059";39.5321155323709;39.5321155323709
